	TF	target	importance	count	shuffled_occurences	pvalue	p_adj
337	HOXA9	ACTB	101.81257189052214	0.0	992	0.000999000999000999	0.0038727506259973793
358	HOXA9	CYBB	92.85607260803664	0.0	992	0.000999000999000999	0.0038727506259973793
407	HOXA9	PCSK1	92.66649090099492	0.0	992	0.000999000999000999	0.0038727506259973793
391	HOXA9	MCAT	91.52033683493508	0.0	992	0.000999000999000999	0.0038727506259973793
402	HOXA9	NOBOX	90.71588913900784	0.0	992	0.000999000999000999	0.0038727506259973793
438	HOXA9	TNFSF11	90.23744006116029	0.0	992	0.000999000999000999	0.0038727506259973793
388	HOXA9	KRAS	88.87852132414346	0.0	992	0.000999000999000999	0.0038727506259973793
414	HOXA9	PRDM16	87.99917438302779	0.0	992	0.000999000999000999	0.0038727506259973793
371	HOXA9	GSTA1	87.34132299210657	0.0	992	0.000999000999000999	0.0038727506259973793
400	HOXA9	NFKB1	86.67335254136395	0.0	992	0.000999000999000999	0.0038727506259973793
387	HOXA9	KLK3	86.3307790509976	0.0	992	0.000999000999000999	0.0038727506259973793
364	HOXA9	EPHB4	84.42124642397086	0.0	992	0.000999000999000999	0.0038727506259973793
262	HNF1B	HOXA9	83.9292336483883	0.0	1000	0.000999000999000999	0.0038727506259973793
354	HOXA9	CREB1	81.96563938984627	0.0	992	0.000999000999000999	0.0038727506259973793
360	HOXA9	DACH1	80.19439814719487	0.0	992	0.000999000999000999	0.0038727506259973793
437	HOXA9	TGFBR1	80.08553502897273	0.0	992	0.000999000999000999	0.0038727506259973793
422	HOXA9	SELE	77.24475692534116	0.0	992	0.000999000999000999	0.0038727506259973793
709	RUNX2	HOXA9	76.78995861781566	0.0	1000	0.000999000999000999	0.0038727506259973793
384	HOXA9	IRF1	76.6128575458184	0.0	992	0.000999000999000999	0.0038727506259973793
424	HOXA9	SHH	74.4739338337936	0.0	992	0.000999000999000999	0.0038727506259973793
419	HOXA9	PTTG1	73.27985808843599	0.0	992	0.000999000999000999	0.0038727506259973793
398	HOXA9	NELL1	73.11518478472199	0.0	992	0.000999000999000999	0.0038727506259973793
393	HOXA9	MIB1	71.56722081986261	0.0	992	0.000999000999000999	0.0038727506259973793
381	HOXA9	IL1B	71.14352527900891	0.0	992	0.000999000999000999	0.0038727506259973793
436	HOXA9	TERT	70.87561832371772	0.0	992	0.000999000999000999	0.0038727506259973793
415	HOXA9	PRL	70.70794023933684	0.0	992	0.000999000999000999	0.0038727506259973793
404	HOXA9	ODC1	69.58596469552873	0.0	992	0.000999000999000999	0.0038727506259973793
441	HOXA9	VEZF1	68.52024910460301	0.0	992	0.000999000999000999	0.0038727506259973793
159	HOXA9	CD34	68.45932423094	0.0	1000	0.000999000999000999	0.0038727506259973793
695	RUNX2	DACH1	68.45113443642545	0.0	1000	0.000999000999000999	0.0038727506259973793
428	HOXA9	SLC5A1	68.29257250749004	0.0	992	0.000999000999000999	0.0038727506259973793
427	HOXA9	SLC23A1	67.69224736439725	0.0	992	0.000999000999000999	0.0038727506259973793
736	RUNX2	NFKB1	66.92893579301361	0.0	1000	0.000999000999000999	0.0038727506259973793
347	HOXA9	CBX2	66.23883639599498	0.0	992	0.000999000999000999	0.0038727506259973793
341	RUNX2	TIMP1	66.08035272480598	0.0	1000	0.000999000999000999	0.0038727506259973793
386	HOXA9	KDR	65.06782093610761	0.0	992	0.000999000999000999	0.0038727506259973793
693	RUNX2	CYBB	64.9104988292769	0.0	1000	0.000999000999000999	0.0038727506259973793
432	HOXA9	SPP1	64.80242248328791	0.0	992	0.000999000999000999	0.0038727506259973793
368	HOXA9	FGFR2	64.49132005854308	0.0	992	0.000999000999000999	0.0038727506259973793
389	HOXA9	LEF1	62.26166395051706	0.0	992	0.000999000999000999	0.0038727506259973793
246	HNF1B	CYBB	61.66408184134954	0.0	1000	0.000999000999000999	0.0038727506259973793
5	HOXA9	HNF1B	60.40965576300131	0.0	1000	0.000999000999000999	0.0038727506259973793
699	RUNX2	EPHB4	60.14582767282376	0.0	1000	0.000999000999000999	0.0038727506259973793
352	HOXA9	CFTR	60.12086982979552	0.0	992	0.000999000999000999	0.0038727506259973793
727	RUNX2	MCAT	60.030953926965175	0.0	1000	0.000999000999000999	0.0038727506259973793
738	RUNX2	NOBOX	58.57535949177563	0.0	1000	0.000999000999000999	0.0038727506259973793
