TF,target,importance
CEBPD,ZBTB16,9.932393474830105
NFIA,RUBCNL,8.805616076147174
PRDM1,FCER1A,8.415548385935619
ZBTB16,CEBPD,8.140922091188116
IRF8,LINC00865,7.803684702962199
ZNF569,PLXDC2,7.672320875095753
FOS,FOSB,7.614396067077588
ZNF331,ZNF782,7.128617949959557
STAT1,ENSG00000285534,6.755781596407165
STAT1,GBP1,6.515531668580551
FEZ1,NUBPL,6.511359691739198
ARID5B,FMNL2,6.48376999388624
NFIA,MYO1D,6.34949610854124
CXXC5,L3MBTL4,6.299389251645777
NFIA,PELATON,6.225069050091835
ZNF10,MGMT,6.032209295111762
ZNF626,TSHZ2,5.942930405055845
ZNF654,PRLR,5.920262631088356
NCALD,BTRC,5.8891753700780765
FOSB,PLA2G4A,5.887945706035336
ARID5B,TSC22D1,5.827223532823696
FOS,FGFBP2,5.786432820283742
ZNF91,KIF13A,5.762222981849044
MAFB,TMEM140,5.713197227486448
ZNF569,NARS2,5.712147318700697
KLF12,SIGLEC1,5.7098943270404785
NFIA,DISP1,5.66248479959005
ZNF141,TPT1-AS1,5.620187555080718
ZNF331,HES1,5.593867409430874
TBX21,TCF7,5.588739003374532
RUNX3,PELI1,5.5555114411078845
CEBPD,KLRB1,5.471032891526158
ZNF91,ENDOD1,5.439582408743509
SPATS2,GEN1,5.325369542058952
RUNX3,ENSG00000287100,5.3152271182717445
DACH1,ENSG00000259363,5.296943317231902
NFIA,ENSG00000297373,5.285273642444577
PRDM1,AP3M2,5.265908284937141
ID2,CENPE,5.200176013241099
ZEB1,EIF2AK3,5.179250244638616
ZNF569,CCDC88A,5.127786177440811
TCF7L2,ARHGAP18,5.118800820885326
NFIA,NEXN,5.111500820684493
FOSB,LINC01182,5.082183416221167
ZNF101,PF4,5.066695554859007
TRIB2,IRS2,5.05834627836101
ZNF569,HS2ST1,5.0424193153150245
ZNF91,DTX3,5.020231865979265
ZNF155,TTTY14,5.010254503056344
KMT2A,ST3GAL3,4.9710055111188876
RUNX1,PRLR,4.961560919462555
ZHX3,TMEM135,4.924597728638844
ZNF708,NUSAP1,4.905620559171647
CXXC5,PTPRM,4.887285778518364
MYBL1,PPP3CC,4.874700664217917
ZEB1,TPD52,4.870605687747
NFIA,ENOX2,4.8444405184410595
MCTP2,ARHGAP6,4.828246949739196
ZNF626,RALGPS2,4.81310293507566
FOSB,RGS1,4.748599575813601
ZNF569,SLC49A4,4.721320222763363
ZNF141,CENPK,4.720364286061166
JUN,CD69,4.675855895790671
SOX4,PF4,4.664160479986983
ZNF544,KIF3A,4.6503643057654305
NFATC3,GPR141,4.639471760825809
SOX4,IL1RN,4.627201745492101
KLF12,TNF,4.622252271650286
FOS,JUN,4.60235448143494
SPATS2,CYP1B1,4.598499450653698
NR4A1,ANKMY1,4.582643762944952
ZBTB38,CCDC30,4.582475054977869
NFATC3,HERC5,4.576560848457613
JUN,ZEB2,4.575482250676421
TRIB2,IGKC,4.5615606171835745
FOXP1,LINC00278,4.545463432624052
TCF7L2,ZFAT,4.510907089417671
IKZF3,PPP1R14B,4.480981251795997
ZNF10,PNISR-AS1,4.434580905942193
SP4,MLLT6,4.395150484484986
ZNF101,SOX4,4.3827827517407165
FOSB,FOS,4.3712782514583
ZNF141,OCIAD2,4.3681045121332644
ARID5B,CCL3,4.36352187011714
IRF1,DLG2,4.359971064286007
ZBTB10,IRF8,4.340507957440329
ZBTB16,KLRB1,4.339120653930129
RUNX3,BMERB1,4.32242008222262
EGR1,HSPA1B,4.319064668954654
TRIB2,RSAD2,4.30984728342619
FOXP1,LEF1,4.292381561949402
ZNF708,STEAP4,4.291810647850317
ARID5B,HBEGF,4.290485290376606
TFDP2,TTLL5,4.282778371522402
KMT2A,FCGR2B,4.280896204746095
JUN,IER2,4.28009022089205
ETS1,RFC3,4.276312510017186
PRDM1,STEAP4,4.244847016102458
JUN,TOX,4.239090321972325
MAF,CD28,4.235310268272441
ZEB1,PLA2G4A,4.227811810146696
ZEB2,PRLR,4.226526552701544
RUNX3,SERPINF1,4.205875333969865
ZBTB10,ZNF133,4.196173485633768
ZNF569,ENSG00000287124,4.193805808498742
FOS,TNFAIP3,4.181503750728612
ZNF654,SVIL,4.167940246703219
FOSB,CDKAL1,4.16408117145782
ZNF600,SEMA3C,4.158549101537419
MCTP2,TMEM241,4.152159677847254
ZNF91,MIR4435-2HG,4.151018151387407
NR4A1,ATG7,4.149267821447738
IRF1,ENTPD3-AS1,4.137175947438983
FOS,PRSS23,4.127524599467311
ZNF708,C3orf20,4.114962834949457
TCF7L2,HIBCH,4.112357876790748
FOSB,NFKBIA,4.102146127985884
TFDP2,CDK8,4.101943452653053
ID2,NUSAP1,4.093587788293398
ZNF708,HES1,4.0871205972445805
NFIA,DAB2,4.078767565921203
MSI2,IRF4,4.075931706374186
SETBP1,PTGS1,4.072275719077153
ZNF569,ENSG00000293909,4.065223189375143
HDX,GDAP1,4.057407709860541
KLRG1,GZMA,4.050389977851329
FOXP1,WAKMAR2,4.031971866753416
TCF7L2,PITPNM2,4.030400966605647
KLRG1,ATP9B,4.026514035592058
ARID5B,ANKRD28,4.023128795990438
FEZ1,LRMDA,4.022885250734221
FOSB,TBC1D4,4.003160697590828
ZNF155,ZDHHC14,3.9881545666525855
PRDM1,CD1C,3.978364256061018
SP140,ZSCAN5A,3.9664669601928058
TRAF4,UGCG,3.961122213397416
TRPS1,TBC1D12,3.9511966756513512
IKZF3,STAMBPL1,3.949290255803576
NFATC2,SLC39A8,3.9460035719706323
ZNF626,NRP1,3.938576426441702
JUN,EGR1,3.9365154692176993
STAT1,DDIT4,3.934614338379016
JUN,CX3CR1,3.9340562093210107
TRIB2,ZNF56P--chr19:19776000(+),3.92739188728678
ZNF626,IMMP1L,3.9245040881750652
TRIB2,NIPAL3,3.9197529191256626
NR4A1,CHD7,3.915076114674601
FOS,TEX14,3.9027998296008697
TCF7L2,PLA2G4A,3.891102543381482
EOMES,FHIT,3.8863183714030574
FOS,CXCR4,3.886105532494966
KLRG1,CD8A,3.8817970995519224
ZNF569,VWA8,3.8787199165525585
FOSB,ENSG00000293372,3.8754919741083285
RUNX3,F2R,3.8693571358330403
TCF7,FGFBP2,3.869131565131028
FOXP1,SCAI,3.8550861009177155
HOXB2,DTNBP1,3.840109102027718
TRIB2,SIT1,3.8210191584903317
ZNF91,TRGC2,3.818984285855196
SOX4,METTL15,3.8166714586799597
FOSB,POC1B-AS1,3.811564986076449
MAFB,CYP4F22,3.801058341960421
TCF7,TBX21,3.7955505608239437
KLF12,ENSG00000273784,3.7925646199398892
STAT1,SNED1,3.7898873863926825
RUNX3,TTC39C,3.7842925987755116
IKZF3,RICTOR,3.779480512922819
JUN,CXCR4,3.7786961182229692
FOS,RUNX3,3.770446784478411
KLF12,ZFYVE28,3.7665108823486424
ZNF569,SLC38A9,3.76598069264568
ID2,PTMS,3.7649377996089126
TRIB2,ATP8B4,3.7617601932776377
STAT1,MGLL,3.7586753489371296
RORA,MX1,3.756070132494014
FOXO1,SEMA3C,3.7463658888551654
FEZ1,EXOC4,3.745714928982321
ZBTB38,CD1C,3.7305506242583326
