TF,target,importance
FOS,FOSB,8.036122329686924
STAT4,PLCL1,7.605621458283773
ZNF101,PF4,7.429589830435308
IRF8,LINC00865,7.387190598579453
ZEB2,PRLR,7.29459024507973
TCF7L2,ARHGAP18,7.047002585055267
ZNF331,ENSG00000307645,6.886300251413037
ZBTB16,CEBPD,6.8844308058309185
FOS,JUN,6.555721906976417
ZHX2,SIMC1,6.358968474175406
ZNF10,CLEC10A,6.275891394071078
GATA3,LMNA,6.203227989023454
ZNF568,AFF3,6.107869062290583
FOSB,FOS,5.901181153006488
ZNF569,NARS2,5.881218686776203
RUNX3,PELI1,5.847548420488445
ZNF568,TBC1D32,5.826008282302174
EOMES,MEGF9,5.74450635470675
NR6A1,EREG,5.733446140471873
FOXP1,SCAI,5.57992573984632
TFDP2,CDK8,5.564051302182354
IRF1,LINC00630,5.556307300563293
IRF1,DLG2,5.399029104109526
HLCS,TSHZ2,5.395789023167888
ARID5B,TSC22D1,5.391049646082932
IRF1,ENTPD3-AS1,5.361255343620338
JUN,IER2,5.261233471037762
CEBPD,KLRB1,5.236151186337149
ZEB1,ZNF804A,5.218896949556734
EOMES,COX10-DT,5.192579251609257
TBX21,SPOCK2,5.144630066077611
CEBPD,ALOX5AP,5.1364267066587335
ZNF569,ENSG00000293909,5.125380924416443
TCF7,TBX21,5.087726017812647
TBX21,ENSG00000290548,5.068460854155302
EOMES,CMC1,5.052510946397208
KLRG1,MMS22L,5.0194308257601135
ZBTB10,CXCL8,4.999818439652845
CEBPD,HDAC9,4.974083842272327
FOS,RUNX3,4.959253677584319
SOX4,PF4,4.95005571323933
IRF7,ENSG00000285534,4.938014174473309
TRAF4,UGCG,4.935556187617033
ZNF569,HS2ST1,4.925950855402155
ZNF831,SMURF1,4.921264762080716
TFDP2,SPATS2L,4.906135184610518
ZNF654,IL1RN,4.89481413134276
MSI2,PDE4D,4.871024221019576
TCF7L2,PITPNM2,4.862442004108427
IRF7,CDKN1C,4.857734215007032
ETS1,ANO10,4.846019818884891
FOS,CXCR4,4.843441383507869
TFDP2,TLR10,4.801137058164571
ZSCAN5A,SLC25A43,4.774033481968435
TCF7L2,ZFAT,4.770192943635117
KMT2A,FCGR2B,4.7589412933515085
NFIA,MYO1D,4.7073594857542185
JUN,CD69,4.706702957532511
ZHX2,IMMP2L,4.689057735548806
GATA3,DPH6,4.6611122333892965
ZNF141,CENPK,4.650853678789562
ZNF101,SELL,4.636181825522628
FOS,TNFAIP3,4.627100314521191
RUNX2,FCER1A,4.616580594208073
RUNX3,INSIG1,4.616166809520197
HLCS,POLG2,4.584723495903153
ZBTB16,KLRB1,4.576754492138338
TCF7L2,HIBCH,4.570423818672149
ZNF141,TRPS1,4.533126918231916
KLRG1,ATP9B,4.504847834467924
MAFB,CYP4F22,4.494052985275004
ZNF569,PLXDC2,4.478236886039921
JUN,EGR1,4.46585434352591
RORA,CD6,4.4651812864543485
CEBPD,PTPN13,4.437487085720919
RUNX3,ENSG00000287100,4.416783858013768
ZNF831,PTGS1,4.412064505593673
TCF7,GZMH,4.406262304437927
JUN,CXCR4,4.404678378868114
FOXP1,WAKMAR2,4.401845208548178
KLRG1,PRKN,4.393497045698983
EOMES,GZMA,4.392793993950414
TBX21,NKG7,4.390683957941521
TFDP2,TTLL5,4.390513644506717
ZNF10,TLR10,4.370902670596602
JUN,TOX,4.364626994929858
HMGB2,LMO4,4.348957238444359
FOXP1,AMMECR1,4.34609861716022
ZHX2,CEP250-AS1,4.339574490424732
EGR1,HSPA1B,4.339161011578063
IRF1,LDAH,4.329558848650318
ID2,PTMS,4.325959173810583
RUNX3,F2R,4.320788056671874
TRAF4,PLEKHA5,4.315793602713167
ZNF708,NUSAP1,4.307024923221936
TRAF4,WAKMAR2,4.304968602718808
ZNF544,MAP2K5,4.297087004211707
STAT4,LINC01934,4.294571072870437
TCF7L2,TRAF3IP2-AS1,4.292558148856077
RUNX3,GZMB,4.2667901410929625
KMT2A,POLG2,4.25810272115501
BCL11A,FAM241A,4.256228997901638
PRDM1,FCER1A,4.216419135922779
SP4,PTGS1,4.215642475049653
TCF4,NIBAN3,4.20465190844327
TCF7L2,ENOX2,4.202777847276474
FOS,DUSP2,4.1839288327586255
FOS,FCRL3,4.173847254936394
GATA3,GAB2,4.173655615495248
IRF1,CCDC14,4.16182579269741
FOSB,LINC01182,4.152755822790608
HLTF,XRRA1,4.150761361812794
ZNF37A,FAM110A,4.135710688483932
HLTF,PLAUR,4.129529693324944
ZNF600,MARCKSL1,4.125906546124151
FOXP1,LINC00278,4.124695043616004
TBX21,PRF1,4.111537863117914
FOS,TEX14,4.1057832776065055
FOS,TNFRSF25,4.105663159142873
ZHX2,GMDS,4.104900763401839
ZNF10,MGMT,4.097255389804812
NFATC2,GUCY1A1,4.096276035609749
ZNF569,SLC49A4,4.091478949355355
STAT1,GBP1,4.090583918316962
HIVEP2,MGLL,4.083526427038352
ODC1,PHLPP1,4.070887211632044
DACH1,ENSG00000259363,4.064448520198291
KMT2A,ST3GAL3,4.064354782238816
ZNF75D,NRF1,4.060706012669943
MYBL1,RAPGEF6,4.04707315352678
RUNX3,PRSS23,4.043728417985034
TBX21,FCGR3A,4.043555237738834
ZSCAN5A,KIAA0825,4.040782089295837
STAT1,ENSG00000285534,4.035569483029396
ZNF568,SNED1,4.02841222677209
SP140,STON2,4.028266709901968
ZNF544,KIF3A,4.0137348179737735
NFAT5,RUFY2,4.011348388901526
