TF,target,importance
ZEB2,SIK3,11.685654974241867
ZEB2,S100A8,11.652353962106444
ZEB2,CSF3R,11.159181442555399
ZEB2,VCAN,11.112374905883645
ZEB2,FCER1A,10.2061555433683
ZEB2,ARHGAP26,9.742030285613593
ZEB2,DLEU2,9.362035556254913
FOS,IER2,9.216835463453444
ZEB2,ARL4C,9.072049106553317
TAGLN2,LMNA,8.976527777885696
HMGB2,CISH,8.841429367428901
MAF,KLRB1,8.181551195952727
ZEB2,PLXDC2,7.848843641437029
ZEB2,DPYD,7.713904362488229
ZEB2,DENND1A,7.5757714583495455
BACH2,THEMIS,7.571505134170622
ZEB2,HLA-DPA1,7.440823529414507
ZEB2,HLA-DQA1,7.415278477906011
ZEB2,IL2RG,7.261403768506517
ZEB2,HLA-DRA,7.226306825800985
FOS,IL1RN,7.200365580694057
ZEB2,AOAH,7.130458691662669
ZEB2,HLA-DQB1,7.07176719246622
ZEB2,CST3,6.911714513354328
ZEB2,HLA-DPB1,6.8754868163386105
ZEB2,CD74,6.85916475987446
ZEB2,CD14,6.842228742282058
TAGLN2,LBH,6.8211989440610035
FOS,FOSB,6.769921465387339
FOS,RHOB,6.759568444478958
FOS,JUN,6.757646653949346
ZEB2,USP32,6.741784037788927
ZEB2,SBF2,6.732308739778428
ZEB2,GAB2,6.725004699446071
MYBL1,GZMM,6.707207785639117
ZEB2,DIAPH2,6.687799258069864
ZEB2,HLA-DOA,6.68267919728288
ZEB2,LRMDA,6.668282039834968
ZEB2,ATG7,6.619905267117527
ZEB2,SLC49A4,6.598674571655251
ZEB2,FTX,6.597536916946883
ZEB2,HLA-DRB1,6.5744860771649725
ZEB2,ZSWIM6,6.524603165743465
IRF8,RUBCNL,6.487565144480182
DAB2,SBK1,6.465912583993546
IRF7,IGKC,6.456558587347727
SOX4,NCAM1,6.41242477330419
IKZF3,CD3G,6.409608245260665
ZEB2,LYN,6.40228651766862
ZEB2,PELI1,6.385252768224302
ZEB2,PLCB1,6.354378978713688
ZEB2,MED13L,6.353032333809437
ZEB2,ZFAND3,6.351888785166249
NRF1,NR3C2,6.346962481936713
BACH2,CD6,6.338685306052778
HMGB2,PTPRM,6.332820372545394
ZEB2,ARHGAP24,6.322220758367616
ZEB2,SSH2,6.315828698063147
FOSB,FOS,6.284689687250092
ZEB2,KIF13A,6.267613333513386
IRF8,CARMIL2,6.255871607126544
ZEB2,SLC8A1,6.2020556896668815
DACH1,ENSG00000291236,6.184907072580745
TRIB2,ENSG00000290924,6.148528403638077
ZEB2,TMTC2,6.138400617106849
IRF7,LIME1,6.09797910049186
ZEB2,RBM47,6.080970308640409
ZEB2,MEGF9,6.044853905233168
TAGLN2,ELMO1,6.03920270520284
MAF,TRBC1,6.018481523011153
FOS,MNDA,6.015492031082536
FEZ1,NCR1,5.992776606712323
ZEB2,TLE5,5.969371352544744
TCF12,PIK3IP1-DT,5.938057048044673
BACH2,SPDL1,5.915286737365563
ZEB2,LINC00278,5.882322029581379
TAGLN2,TMTC2,5.877631196836278
ZEB2,SIPA1L1,5.864727488730829
TAGLN2,SIK3,5.855011546600365
ZEB2,CD1C,5.849994025677624
ZEB2,ASH1L,5.826222196244732
FOS,GBP4,5.82523888617928
ZEB2,ARL15,5.82443344772742
ZEB2,PRKACB,5.8163082363691005
TAGLN2,ARHGAP24,5.794486930279533
ZEB2,LINC01619,5.787409582566517
LCORL,RFC3,5.7705319303233065
FOS,SYNJ2,5.76035564107842
ZEB2,CD36,5.750225963981497
IRF8,WDFY4,5.729021910282568
ZEB2,NAMPT,5.72294964607145
ZEB2,CHN2,5.721829584557008
FOS,RGS2,5.717158508931908
ZNF75D,UBA6-DT,5.709103256789988
ZNF626,GAS2L3,5.70239752930839
ZEB2,SCAPER,5.686141928495834
FOXN3,PIK3IP1-DT,5.681934904064544
ZEB2,APOBEC3A,5.668043240958957
NR6A1,ENSG00000306766,5.66128507599205
ZEB2,SLC38A1,5.649856990558943
FOS,MGLL,5.634577675705427
RORA,INPP4B,5.607378625680582
ZEB2,CCM2,5.600638948103631
ZEB2,FCN1,5.588827229515786
ZEB2,SPATS2L,5.567890444173912
TCF4,PLAC8,5.559956242819392
ZEB2,ITFG1,5.540499382922886
ZEB2,RBL1,5.53486584758125
IRF8,SEPTIN11,5.503669024745543
IRF8,NCALD,5.50017293249442
FOS,BTG2,5.494134367467024
ZNF331,RHOH,5.485287188655883
FOS,TMEM176B,5.478595866840024
IRF1,ARHGAP26,5.4687105297971526
ZEB2,SPIDR,5.459762539844795
ZNF708,ENTPD3-AS1,5.450671065264406
ZEB2,DUSP6,5.42466136928968
ZEB2,ITGB7,5.4053654307821954
ZEB2,IRS2,5.398356675874714
ZEB2,ARHGAP15,5.394919813078943
ZEB2,UTRN,5.366796970379535
RORA,ENSG00000259363,5.345652658573171
TRPS1,ENTPD3-AS1,5.341667789276667
RUNX2,PCED1B,5.339472118747501
ZEB2,C5AR1,5.314192951168713
ZEB2,FRY,5.303516241650495
MAF,CD3G,5.278645772920179
ZEB2,ATXN1,5.229445573759768
TAGLN2,PAN3,5.218526631859214
ZEB2,SPN,5.212516849175513
HIVEP2,PCED1B-AS1,5.2118023016608115
TAGLN2,ITGB7,5.20001191956841
ZEB2,PECAM1,5.149819939431489
FOS,MARCKSL1,5.148623839257204
BCL11B,TRAT1,5.142383196983695
TAGLN2,SEPTIN11,5.137029603438786
ZEB2,TRPS1,5.136984820356371
TAGLN2,GPR141,5.130998928421064
TAGLN2,DISC1,5.124742769454158
ZEB2,MAML2,5.116474893882469
ZEB2,LINC-PINT,5.099428248639039
ZEB2,LGR6,5.093651029028501
IKZF3,TRDC,5.071362107270875
TAGLN2,MINDY2,5.067082526239109
ZEB2,RABGEF1,5.05185306631121
BACH2,TESPA1,5.050834144089364
ZEB2,SERINC5,5.0377610334920595
IRF8,SLAMF7,5.023379261805121
BDP1,OPTN,5.022215793060842
IRF1,VCAN,5.006860290511773
ZEB2,CCDC88A,5.004488830295532
CLOCK,ENSG00000227240,5.002936618241304
ZEB2,VTI1A,4.999579101116183
TRPS1,ZEB2,4.99205385881734
SCMH1,S1PR1,4.99142769606074
IKZF3,CD3D,4.969468730850501
ZEB2,AGO3,4.949702944635341
ZEB2,SLC2A3,4.937560339593961
ZEB2,FCGR2B,4.933897195783158
IRF8,CEBPD,4.927763224394154
ZEB2,CHST11,4.915813879619494
IRF8,PTK2,4.912358763851469
TAGLN2,MAML2,4.907970467698973
IRF7,NIBAN3,4.901843502718637
ZNF654,PBX4,4.895225769921929
FOXN3,ENSG00000268027,4.8885832753378615
KMT2A,ADGRG5,4.88335293455121
ETS1,IL32,4.874992530537545
IRF1,HMOX1,4.873654759268138
ZEB2,RAP1GAP2,4.873564551979525
ETS1,SLAMF6,4.864017488505608
HDAC8,ZNF831,4.8628744494910485
ZEB2,CD2,4.860299732717743
ZEB2,ERC1,4.850790165879044
TRIB2,KCNQ1OT1,4.845610972170033
MAF,PIM1,4.834103543476549
DACH1,PRSS23,4.830231076900168
TAGLN2,SLC49A4,4.826405860567217
NFATC2,VCAN,4.807008549954691
ZEB2,PAN3,4.791196882537442
ZEB2,FLT3,4.784582168836445
FOS,SFMBT1,4.776607870337234
ZEB2,ANKRD44,4.767191752304758
TAGLN2,H4C3,4.749840461970582
ETS1,LCK,4.748205333786819
ZEB2,EXT1,4.74751821807868
ZNF91,KLRK1,4.736200957065356
DACH1,CASP5,4.732259714091079
ZEB2,S100A9,4.728694268600628
ZEB2,TBC1D5,4.728486194684471
ZEB2,MAP3K5,4.70153799059349
ZEB2,TLR10,4.695759657466978
TRIB2,FAM110A,4.689985353040022
FOS,FBXO22,4.6721092776339805
ZEB2,H4C3,4.666210237041433
TAGLN2,AOAH,4.665496066308885
ETS1,CD7,4.660564486729069
ZEB2,S100A12,4.656734754416525
HSPA5,SPOPL-DT,4.655909349107415
SOX4,PRKN,4.654882003049077
ZEB2,ENSG00000306779,4.64637089347885
DAB2,THEMIS,4.636618872047764
TCF4,IRF7,4.629628615137294
NFATC2,CSF3R,4.625747200415436
NFATC2,S100A8,4.618747350803411
MAF,IL2RB,4.6125212330986525
IRF1,S100A8,4.60882878238992
TCF4,LIME1,4.605389545514454
ZNF91,TRDC,4.603840514191715
ZEB2,FCHSD2,4.6032826722548705
FOS,DUSP5,4.590191666823244
ZEB2,FBXL20,4.589900072896631
FOS,BIRC3,4.580622372569381
ZEB2,PARP8,4.568310827107906
ZEB2,CLEC10A,4.566568889729881
FOS,FLNB,4.559866189011875
HIVEP2,LONRF3,4.55943033182113
ZNF569,DENND11,4.557727469322946
ZEB2,NAV1,4.545289973778298
ZEB2,SLC22A15,4.5443137319397096
TAGLN2,IGFBP7,4.5360412243370964
ZEB2,ADAM28,4.535043572167561
MAFB,ENPP4,4.529552167672784
NFIA,SKAP1,4.519771529700361
ZEB2,PTBP2,4.50673073423088
IRF7,PLAC8,4.496686384093465
FOSB,EGR1,4.487505679213926
KMT2A,UICLM,4.480076304876379
ZEB2,PLAUR,4.477967881162943
ID2,CSF3R,4.476168215606874
BCL11A,PDE7A,4.458644946459256
ZEB2,WDFY2,4.457521472391599
IRF1,MAILR,4.457315292019723
ZEB2,CYP1B1,4.454650208826425
FOS,AIM2,4.453854992653711
ZNF544,TMEM241,4.451217684856809
TRPS1,GK5,4.449477726709739
ZEB2,DNAAF9,4.446005807904757
ZEB2,GPR183,4.435305342100673
HMGB2,TNRC6C,4.432142442304574
ZEB2,AAK1,4.428941665193063
FOXP1,HCG18,4.428852333066418
ZNF101,SIRPG,4.427248400510334
IRF8,EGLN3,4.424271405194183
IRF1,COLQ,4.409582962846931
FOS,GZMM,4.401552542672323
FOXP1,SIK3,4.399691824993382
SOX4,KIAA1958,4.399213479210372
TAGLN2,INSIG1,4.396501001627467
TAGLN2,FCHSD2,4.389272461815274
JUN,RHOB,4.387026189318659
NR3C2,SSX2IP,4.384977510713731
