TF,target,importance
HMGB2,SMC4,8.484944154329142
HMGB2,STMN1,8.335720222869588
KLF12,DIS3L2,7.916453468653974
HMGB2,NUSAP1,7.745457769266907
CERS6,MSR1,7.529181532798587
HMGB2,CENPE,7.465062148152591
ZNF91,RGS1,7.378873782654341
KLF12,LINGO2,7.16514812159078
KLF12,CDK8,7.091634113438551
ZHX3,CD9,7.063510066850718
MCTP2,TAFA2,6.628180045969961
HMGB2,H4C3,6.606323583713531
ZEB1,BICDL1,6.443660271558615
IRF4,TMEM176B,6.264435651921498
HOXB2,DGKG,6.018821028409349
IKZF2,CD3D,6.01317379615691
ZEB2,EREG,5.961016865850944
TCF7,SELL,5.9273718145354
KLF12,LRBA,5.910775752956711
CLOCK,ENSG00000298678,5.849543108692015
ZHX3,PLBD1,5.818882649003637
HLCS,PRICKLE1,5.75231755281545
STAT4,SMYD3,5.699710395543241
TCF4,RGS7,5.655403340502026
RUNX2,TCF7,5.604166513960881
POU2F2,THEMIS,5.5929922488139745
RUNX1,SPARC,5.424249420442854
ZEB1,PTMS,5.365276929045234
ZNF91,CCDC138,5.3061342850531545
ZNF91,TMTC3,5.231309065018565
STAT4,MIR4435-2HG,5.197345811058044
ZNF831,FAM241A,5.182464204127872
HMGB2,NUCB2,5.141066883158173
MYBL1,TNF,5.1175249850814355
KLF12,OXCT1,5.115862461788598
TCF7,FGFBP2,5.004891352601222
ZBTB20,SEC22A,5.002735309677954
IKZF2,TTC27,4.953560186102626
FOS,FCN1,4.947165150327477
ARID5B,FRMD3,4.945084826618649
DAB2,DUSP5,4.9446785789104215
ZEB2,MBD5,4.933114737068865
MAF,G0S2,4.92490936250357
STAT4,ANO10,4.911393341416618
ZBTB20,TRAT1,4.8843601991357275
ZEB2,THADA,4.880502239546316
IKZF2,MGLL,4.857614703371707
ZEB2,TBC1D5,4.844129022365403
EOMES,PADI4,4.830327533771149
DACH1,FBXO22,4.81927858656681
ZNF91,ZRANB3,4.811888888496882
KLF12,KANTR,4.790640396230051
BDP1,ENSG00000291236,4.772434698713139
FOXP1,GRAP2,4.7651759776445335
TCF7,FCGR3A,4.738230698818716
KLF12,GMDS,4.734098324271457
ETS1,H1-10,4.709176518850996
TCF4,FAR2,4.695126380008846
NR3C2,ZNF10,4.690595544965898
ZEB2,LINC00299,4.682055797491104
KLF12,ST3GAL3,4.681727800986769
CLOCK,GPHN,4.654747514539103
FOXP1,IL1RN,4.635435224434524
ZBTB20,CMSS1,4.6132960868012125
EOMES,APOLD1,4.60279588003078
BCL11B,RGCC,4.575839266207557
STAT4,PTPN13,4.564253742709427
IRF8,GNG7,4.556933404513323
TCF7,CX3CR1,4.544797009570519
ZEB2,CHD7,4.54363756881711
