TF,target,importance
ZEB2,FCER1A,11.449766716574482
ZEB2,PLXDC2,10.40893418495999
ZEB2,HLA-DRA,9.685088490513166
ZEB2,HLA-DOA,9.567233768001145
ZEB2,HLA-DQA1,9.548290432726716
ZEB2,HLA-DPB1,9.381716144798725
ZEB2,HLA-DPA1,9.29593389272591
ZEB2,ATG7,9.212475440022361
ZEB2,ZFAND3,9.211232283193963
ZEB2,CD74,9.02943218136682
ZEB2,VCAN,8.879159065561124
ZEB2,S100A9,8.87349381688492
FOS,JUN,8.858043763230773
ZEB2,DPYD,8.849134693166297
ZEB2,CSF3R,8.808377648620018
ZEB2,HLA-DQB1,8.646724016859345
ZEB2,SLC38A1,8.530926769257228
ZEB2,SSH2,8.476270933109825
ZEB2,DENND1A,8.458101145851744
ZEB2,DLEU2,8.408114160151332
ETS1,PTX3,8.400465842660331
ETS1,ANKRD17-DT,8.385000480945486
ZEB2,CD14,8.37592790200184
ZEB2,HLA-DRB1,8.345733387164806
TAGLN2,LMNA,8.305042285939413
IRF8,RUBCNL,8.035948453754445
FOXP1,ATG7,7.878524008670418
ZEB2,GAB2,7.865361565791823
ZEB2,PLAUR,7.846099711817727
ZEB2,ARHGAP26,7.830994908410975
ZEB2,SBF2,7.76175318707434
ZEB2,USP32,7.721235357969634
FOSB,EGR1,7.692260729918924
ZEB2,ITFG1,7.648950445915679
ZEB2,LRMDA,7.618201608083447
ZEB2,DIAPH2,7.5967818917315615
ZEB2,SLC49A4,7.553841894679391
ZEB2,S100A8,7.5074020368721
ZEB2,SPIDR,7.497961245965751
ZEB2,PELI1,7.476012413768804
ZEB2,KIF13A,7.459375939590824
ZEB2,PLCB1,7.434204174735393
ZEB2,APOBEC3A,7.421534308418559
ZEB2,C5AR1,7.400437876911286
ZEB2,MEGF9,7.392842278814002
IKZF3,TRGC2,7.3683118728317565
ZEB2,ZSWIM6,7.367840646270203
ZEB2,CST3,7.340008449603115
ZEB2,NAMPT,7.329334116108298
ZEB2,SLC8A1,7.29250875276119
IRF7,TCF4,7.265816281845986
ZEB2,FTX,7.259631088265741
DAB2,THEMIS,7.205605363555691
FOXP1,SSH2,7.183756062484058
ZEB2,SIPA1L1,7.170056367909037
ZEB2,SIK3,7.166674619342315
ZEB2,LINC01619,7.165215474089801
ZEB2,FCN1,7.094790807781851
IRF8,SLAMF7,7.068335845608961
ZEB2,RBM47,7.019230848406408
ZEB2,SPN,6.990522980987996
ZEB2,TLE5,6.91333206425365
ZEB2,S100A12,6.841713613814647
IKZF3,TRDC,6.839645139223213
ZEB2,IL2RG,6.837811073158087
ZEB2,ARHGAP24,6.820912943096826
FOXP1,FCER1A,6.7904274496842
ZEB2,IRS2,6.731172858437336
ZEB2,ARL4C,6.717760239319962
FOXP1,HLA-DRA,6.695111459399447
ZEB2,TMTC2,6.692985968792063
IRF7,NIBAN3,6.683466647855229
ZEB2,LYN,6.666911511349609
ZEB2,PAN3,6.66378693235349
ZEB2,MED13L,6.646396833192336
ZEB2,FRY,6.57156300910531
STAT1,MX1,6.562287490403912
FOS,FOSB,6.55852896329901
FOSB,FOS,6.547822404542725
IRF7,IGKC,6.520046111889745
ZEB2,ATXN1,6.494609036834065
IRF8,EGLN3,6.485358690149731
ZEB2,CHN2,6.460016423156218
ZEB2,SLC2A3,6.443164076797285
ZEB2,PECAM1,6.4347640667276
BCL11B,CD3G,6.430475090254416
FOXP1,ZFAND3,6.429205050419388
ZEB2,ACSL1,6.418744060216596
ZEB2,MIR23AHG,6.390807126252284
ZEB2,ASH1L,6.385234739105004
ZEB2,DUSP6,6.380464746051241
ZEB2,LINC00278,6.282075785667632
ZEB2,VTI1A,6.272048636853855
FOXP1,GAB2,6.2456394137794415
ZEB2,ARHGAP15,6.2450410684048645
FOXP1,CD74,6.190368327284838
ZEB2,MAML2,6.185479488430725
ZEB2,SCAPER,6.164102760207898
IKZF3,KLRK1,6.161886061145683
HMGB2,PTPRM,6.116636794749092
ZEB2,MAP3K5,6.098442478357026
ZEB2,CCDC88A,6.0981539237976525
ZEB2,ARL15,6.094908177384901
IRF8,C1orf21,6.085431424037778
IKZF3,CD3D,6.084925286911537
FOXP1,HLA-DPA1,6.0834589642248575
ETS1,LCK,6.08232286423262
ZEB2,RABGEF1,6.076172010341485
ZEB2,AOAH,6.075172102368662
ZEB2,RAP1GAP2,6.051201680467793
ETS1,CD7,5.98368798756665
DAB2,SBK1,5.876170227868725
IRF8,CEBPD,5.828697435120608
ZEB2,SLC22A15,5.8232750457531575
ZEB2,EXT1,5.8186501051323924
TAGLN2,LBH,5.765886363006458
ZEB2,FLT3,5.737638299143416
RUNX1,METTL25,5.729275406981533
ZEB2,ENSG00000306779,5.718713921031832
ZEB2,ITGB7,5.718706856332314
ZEB2,TSPAN33,5.714433606103146
DAB2,CD96,5.712061789033124
ZEB2,PARP8,5.698954298950535
ZEB2,TBC1D5,5.694473615450845
ZEB2,UTRN,5.687606203747239
BCL11B,CD3E,5.682723059114737
ZEB2,CD1C,5.671426700220036
FOXP1,FRMD4B,5.646416636775533
ZBTB10,BIRC3,5.607408511212896
ZEB2,CCM2,5.572815111562142
ZEB2,CHST11,5.545350764220929
ZEB2,CD36,5.53576746360657
FOXP1,DLEU2,5.516817285019071
DAB2,PRKN,5.512946866020233
RFX3,NME7,5.46860194909953
ZEB2,CLEC10A,5.466871575162614
FOSB,THBS1,5.4591271393465
FOXP1,RABGEF1,5.4452718445795245
ZEB2,GPR141,5.4441138660886
ZEB2,SPATS2L,5.416012674203893
ZEB2,GPR183,5.396567774519615
FOXP1,HLA-DQA1,5.389611522014713
ETS1,IL32,5.38901638631775
ZEB2,FBXL20,5.381308980428188
ZEB2,WDFY2,5.369670070418562
ZEB2,CYP1B1,5.352374794434786
ZEB2,AGO3,5.346151754454864
ZEB2,LINC-PINT,5.331749567267332
IRF1,ZEB2,5.32342492160609
NFATC2,S100A9,5.3180457997514266
IRF8,WDFY4,5.312917269995083
IRF1,ZBTB10,5.308539779897735
ZEB2,H4C3,5.300476177944528
IRF8,CARMIL2,5.281978106534502
FOXP1,PCNX1,5.270772728081683
FOXP1,MAP3K5,5.26733217936385
TCF7L2,SHLD1,5.256354926805431
STAT1,HERC5,5.251337196363972
ZEB2,ERC1,5.251205105194006
ZEB2,RELL1,5.2468274420211385
ZEB2,CD2,5.2206081666500355
ZEB2,PDE4D,5.217834932584596
DAB2,CD5,5.211954953232228
FOXP1,PLXDC2,5.1814354582457405
ZEB2,LPP,5.155217124775221
HMGB2,CISH,5.15299391440922
BCL11B,IL7R,5.142388680519984
POU2F2,ENSG00000291236,5.141531616950917
ZEB2,MCL1,5.1152141746073205
BCL11B,ATP8B2,5.111588460422271
ZEB2,PCNX1,5.091552692271013
ZEB2,DISC1,5.0797317808180775
BACH2,CD6,5.074675233378114
ZEB2,ARHGEF18,5.073004964287468
DAB2,SIGLEC1,5.070827949704475
ZEB2,ADAM28,5.068543232235486
ZEB2,ANKRD44,5.063797659909413
DAB2,SPOCK2,5.060731148377389
JUN,RHOB,5.055074426704077
DAB2,FCER1A,5.048064792945523
RORA,INPP4B,5.040596825621853
DAB2,UBASH3B,5.0400995397690895
FOXP1,CSF3R,5.032844328164268
ZEB2,ELMO1,5.032300514375095
ETS1,RASGRP1,5.02233658776032
FOXP1,HLA-DPB1,5.018387639311362
FOXP1,VCAN,5.007942270292655
ZEB2,VOPP1,5.005413640767818
ZBTB10,DUSP5,4.979440952091425
ZEB2,TLR10,4.977612141628224
ZEB2,SERINC5,4.971959918021316
HIVEP1,CCL4,4.963825633352076
DAB2,NCAM1,4.938907376699114
ZEB2,LGR6,4.931681507600523
ZEB2,FAM13A,4.929918383272227
BCL11B,TRAC,4.924438002048848
ZEB2,RBL1,4.913384389852453
ZEB2,IPCEF1,4.8930275821836124
IRF8,TOX,4.889685920353952
ZEB2,PRKACB,4.887004497577286
NR6A1,ENSG00000306766,4.883039673914531
BACH2,THEMIS,4.871797342264456
ZEB2,XRCC4,4.866657010707879
IRF8,SERPINF1,4.864323923503831
ZNF331,PTPN13,4.858715770344556
ZEB2,BCAS3,4.843951451721085
HIVEP1,ERCC6L2-AS1,4.837610545946073
RUNX1,FAM66A,4.835317605752004
BCL11B,TRBC2,4.830451149778732
LCORL,RFC3,4.82317759837843
IRF8,CD226,4.815238524507148
TCF7L2,ST3GAL3,4.8151214247080265
IRF8,PPP1R16B,4.814996689350068
LCORL,FKTN,4.810953349848869
ZBTB10,CCR7,4.809470052345734
FOXP1,DPYD,4.80628179431573
ZEB2,RABGAP1L,4.802221532671115
NR3C2,SSX2IP,4.802011023556204
ZEB2,FCHSD2,4.797224468551712
ZEB2,ENSG00000290548,4.793849666043895
FOXP1,FBXL20,4.780450532075351
BCL11B,SCML4,4.780277227055468
ZEB2,AAK1,4.748169443635395
SOX4,KIAA1958,4.746801550340484
ZEB2,FCGR2B,4.73625759209034
BCL11B,TRBC1,4.728595372288858
DAB2,LINC00861,4.726465538440466
ZEB2,GCNT2,4.723232740246397
TRAF4,FMNL3,4.718474667692595
ZEB2,FBXL17,4.713137677906586
ZEB2,PTBP2,4.71181925989824
DAB2,PLAC8,4.706294063586034
NFAT5,FMNL2,4.701166091154634
FOXN3,PIK3IP1-DT,4.696924981040556
FOXP1,DENND1A,4.685957625182129
NFATC3,SLC38A9,4.682887919164969
ETS1,TRAC,4.680195933157179
FOXP1,ARHGAP15,4.672068320731235
FOXP1,METTL25,4.670457823150566
ZEB2,TNRC6B,4.654665363932376
MAX,ATP8B2,4.650083807977527
ZEB2,MAML3,4.645778724330584
MSI2,RETREG1,4.644661662247773
FOSB,PPBP,4.633323783710434
BDP1,ZHX2,4.625384946317664
ZNF568,SH2D1B,4.618547352566275
ETS1,BCL11B,4.604573528343613
ZEB2,PELATON,4.600127485827857
ZEB2,NAV1,4.595571886270168
ZEB2,PLD4,4.5854188614243565
ETS1,CD3E,4.580850260921519
IRF8,PLEK,4.574412524304694
NCALD,IRF8,4.573815319319435
ZEB2,PPP1R14B,4.526930896731049
STAT1,SAMD9L,4.523901131646527
FOS,MAFB,4.521535684139462
ZEB2,DNAAF9,4.515065672278522
ZNF708,ENTPD3-AS1,4.503780348675046
ZEB2,MBD5,4.49819193620204
FOXP1,ENSG00000306779,4.489837866045274
IRF1,CD28,4.481552243483665
HDAC8,GATA3,4.470260242699371
