TF,target,importance
ZEB2,FCER1A,10.342971107045313
IRF8,WDFY4,9.084217616142805
ZEB2,ARL4C,8.16099842128746
IRF8,FCER1A,8.13852218549345
IRF8,SLAMF7,7.953399351955399
IRF8,SEPTIN11,7.912949347725815
TRPS1,FCER1A,7.720657911204462
TRPS1,ARL4C,7.663501684830388
ZNF600,ADGRG1,7.61863232674235
IRF8,EGLN3,7.098926640920211
CEBPD,RALGPS2,7.061674395957694
FOSB,THBS1,6.723503140375051
FOXP1,FCER1A,6.56930724827116
IRF8,RUBCNL,6.178443263468937
IRF8,SERPINF1,6.114801545224587
FOS,JUN,6.094178225059564
ZEB2,SIK3,6.044642383277651
ZEB2,HLA-DQB1,6.039296819530601
ZNF91,TRDC,6.032335759402028
ZEB2,AOAH,6.006478929810381
ZNF101,ZNF544,5.9847114019071945
FOS,FOSB,5.979784602011732
IRF8,PIP4K2A,5.965101766131146
IRF8,ITM2C,5.926532083803186
ZEB2,DPYD,5.821629850705368
FOSB,FOS,5.817511668344548
STAT1,MX1,5.796491655292946
TRIB2,ENSG00000290924,5.788577725744258
ZNF708,ENTPD3-AS1,5.718144114074689
IRF8,C1orf21,5.715202581559929
JUN,RHOB,5.713873624750848
SOX4,SBK1,5.628265373693534
ZNF544,ARHGEF12,5.613911146547724
IRF8,PPP1R14B,5.587787217338341
JUN,IER2,5.583081736274107
ZEB2,CD14,5.503872171124626
ZEB2,SSH2,5.4759694197413085
HSPA5,CD9,5.424627881394615
FOSB,MAILR,5.35889889179954
NFIA,SKAP1,5.344834372324909
IRF8,MYO9A,5.327689838857382
ZNF91,HOXB2,5.31822259529844
FOSB,MCL1,5.306235851433887
ZNF33B,PTGDR,5.298998949459609
ZEB2,HLA-DOA,5.283920101495325
ZEB2,SBF2,5.250375272450756
STAT4,GALM,5.241449521245591
TCF7,SYNGAP1,5.215530717864577
FOSB,EGR1,5.186575360606536
ZEB2,PLXDC2,5.1716065933536335
SOX4,NCAM1,5.160792298533503
IRF8,PLEK,5.136572149320434
DAB2,BLNK,5.12418249381303
TCF4,PLAC8,5.10236214027717
IRF8,CARMIL2,5.083487742893275
ZEB2,FLT3,5.080041597886563
IRF8,VEGFB,5.075893594404721
ZEB2,FCN1,5.063065568220498
ZEB2,S100A8,5.0564356795016785
POU2F2,TSHZ2,5.052602049653832
IRF8,ENDOD1,5.0406965432321575
STAT1,CENPK,5.025001545180097
NFATC3,TBX21,5.017635692293699
ZEB2,LINC01619,4.994091511897888
FOSB,RGS2,4.953438246532204
IRF8,LIMA1,4.930599405173774
POU2F2,CASP5,4.928172076461253
TCF4,IRF7,4.921851744135942
DAB2,ZNF37A,4.917889970226392
ETS1,LCK,4.91509946560569
ZEB2,ZSWIM6,4.892186338666735
NFIA,CAMK4,4.8555538783017385
TRIB2,FCER1A,4.8488259899219
ZEB2,ATG7,4.8391095234602535
ZEB2,DLEU2,4.836475922077616
ZEB2,C5AR1,4.8275468004372755
ZEB2,CSF3R,4.825525923162174
NCALD,ANKAR,4.822400941727481
BCL11A,GZMB,4.795925272164937
HIVEP1,ERCC6L2-AS1,4.790782190632201
DAB2,CD5,4.775729306175786
ZNF544,TMEM241,4.77404111730377
LEF1,CSTPP1,4.772356550172024
ZEB2,HLA-DRA,4.76233729046997
TRPS1,HLA-DQB1,4.756296474455947
CLOCK,ENSG00000227240,4.750792451307653
ZEB2,LRMDA,4.723973940522926
HSPA5,RIC8B,4.71308876673322
TRPS1,LRMDA,4.697138623077031
SOX4,THEMIS,4.696485985488329
ZEB2,ADAM28,4.686634624713731
ZEB2,HLA-DQA1,4.685299226628679
NCALD,DENND1B,4.674966591130971
ZEB2,KIF13A,4.643641750867908
IRF8,XAF1,4.642272882068388
ZEB2,FTX,4.6422057646387
ZNF75D,KIAA1328,4.637509025323552
ZEB2,HLA-DPA1,4.606290524838831
IRF1,ARL4C,4.60152296370553
FOXP1,ARL4C,4.5931352179573235
FOSB,PPBP,4.584421345710179
CEBPD,IFI6,4.574453146557564
DACH1,ENSG00000291236,4.559893422757968
RFX3,ZNF782,4.554125973756885
ZBTB10,COLQ,4.549925322310359
ZEB2,PLCB1,4.548388699146965
HSPA5,RGS7,4.532335350958072
RUNX2,RGS7,4.5168806694975165
POU2F2,PRSS23,4.515727324315605
ZEB2,SLC38A1,4.499500443685199
RUNX2,TENT5C,4.492113364655567
ZNF407,ENSG00000298678,4.480677180665434
HMGB2,CISH,4.463384481314465
ZEB2,SPIDR,4.459348294999868
TRPS1,ZEB2,4.452474248259569
ZEB2,USP32,4.450625311999296
RUNX2,YPEL1,4.449919903670971
ZEB2,HLA-DPB1,4.4301923671899
ZEB2,PELI1,4.427516022807473
IRF8,AIM2,4.4265051194338545
TCF4,UGCG,4.424562908244972
FOS,IER2,4.419704279438521
SOX4,KIAA1958,4.418896817261901
IRF8,TSPAN33,4.414787049309257
HIVEP1,DGKH,4.414193514438787
LCORL,FKTN,4.412613737092203
ZEB2,APOBEC3A,4.408824791974387
DAB2,TCF4,4.4069269793644175
IRF1,HMOX1,4.378568287707072
ZEB2,FRY,4.374191180976577
FOXN3,WRN,4.369210488404096
ZEB2,ZFAND3,4.364253420418419
ZEB2,VCAN,4.358043267858256
EGR1,EEIG1,4.345035351199362
TCF7,PCED1B-AS1,4.33833757961671
ZEB2,UTRN,4.3344352871034335
MCTP2,ADAM19,4.331150588455428
HSPA5,SPOPL-DT,4.330290943601548
TRPS1,SPN,4.33027531943887
ZEB2,DIAPH2,4.328359106411416
RFX7,CLYBL,4.319873913810839
ZBTB20,SESN1,4.310978102218724
BCL11B,TRAT1,4.305220141449858
FOS,RHOB,4.291069193951556
ZEB2,CHN2,4.290546251583811
DAB2,SBK1,4.286466697933896
TAGLN2,LMNA,4.283763836171282
FOSB,COLQ,4.281106972398064
ZEB2,SLC2A3,4.280534054185407
ZEB2,SPN,4.27905589987474
BDP1,OPTN,4.276016816875949
NFATC2,FCN1,4.275492056603964
ETS1,CD3E,4.272288860210095
RORA,PLCG1,4.268022510618723
ZNF331,PTPN13,4.265046316129353
ZEB2,SLC8A1,4.259337271913428
FOSB,IGF1R,4.247992874027557
BCL11B,CD3G,4.247626783675653
ZEB2,NAMPT,4.239704102211637
ZNF544,ABLIM1,4.231434721327384
IRF8,PLEKHA5,4.220664576721375
ZEB2,DENND1A,4.217237836881668
ZEB2,PLAUR,4.216665835011672
ZNF626,NUSAP1,4.214550507865326
ZEB2,ITFG1,4.209770242312019
ZBTB20,LPP,4.204042764362804
RORA,INPP4B,4.194912706110333
ZHX3,FMNL2,4.18596111809972
STAT1,HERC5,4.180007362550007
ZEB2,ITGB7,4.177793568049404
TCF4,IGKC,4.168750764074038
IRF8,RGS2,4.167536248114405
ZEB2,ARHGAP26,4.163328516178976
ZEB2,SPATS2L,4.1627147583644275
DAB2,SIGLEC1,4.157233013914707
IRF8,LRRCC1,4.157179581187783
HSPA5,PRKCQ,4.1567601367917035
ZEB2,TSPAN33,4.151033238490137
ZEB2,CD74,4.150249861599808
ZEB2,CST3,4.149414990019955
RUNX2,GNB5,4.145403548127217
DAB2,PLAC8,4.144365766238915
ZEB2,TMTC2,4.143081701759087
RUNX2,TTC39C,4.140378244083531
BACH2,SPDL1,4.130263378913766
POU2F2,NFKBIA,4.128302251568907
IRF8,P2RY10,4.127936686520096
ZEB2,FCGR2B,4.127883599206569
ZEB2,DUSP6,4.1234905729783495
ZEB2,RAP1GAP2,4.1203965366802455
IRF7,LIME1,4.117714797767884
FOXP1,FRMD4B,4.116711322418598
ZNF568,SH2D1B,4.115900977299901
MAF,EOMES,4.108098591320615
FOSB,MIR23AHG,4.1066989287814915
BCL11B,TRBC1,4.104152751135048
TRPS1,H4C3,4.0936607334293384
DAB2,SOX4,4.086999732680297
IRF8,TOX,4.083489247217785
RUNX1,SUPT3H,4.077329814865657
TCF4,LIME1,4.076089648121367
NFATC2,FLT3,4.0760648609713925
IKZF3,HOPX,4.070415031805364
ZEB2,HLA-DRB1,4.068964165248523
POU2F2,PPM1K,4.06690978605529
ZNF654,GPR174,4.063379701260731
NFATC3,SETBP1,4.060376902948595
ZNF708,RPAP2,4.058736064888861
DACH1,PRSS23,4.0549135902783995
CERS6,CD28,4.052745741961991
ZEB2,CD2,4.0462167738605075
TRPS1,ENTPD3-AS1,4.042698983206224
DAB2,UBASH3B,4.035900618276101
IRF1,ID2,4.033598255674221
ZEB2,ZNF407,4.031725715822715
IRF8,CEBPD,4.023294912539647
RUNX3,SIRPG,4.01533785870843
HSPA5,FMNL2,4.006741837644793
ZEB2,SLC49A4,3.9984233587125133
TCF4,SIGLEC1,3.9956863492046857
ZEB2,MED13L,3.994817461880688
ZNF782,NRP1,3.984154342856984
ZNF626,XKR6,3.9837786549841923
ZEB2,LINC00278,3.9801589462004205
SOX4,CD96,3.980062125161907
POU2F2,ADGRE2,3.9774591965064756
