TF,target,importance
MAFB,CYP4F22,10.859624595759456
CEBPD,ZBTB16,10.750662836358199
ZBTB16,KLRB1,8.956433269497586
ZBTB10,CXCL8,8.932562583071334
ZBTB16,CEBPD,7.967327495437803
MAF,CD28,7.833404564620406
GATA3,LMNA,7.758784859610607
IRF8,LINC00865,7.470152054801451
TCF7L2,ARHGAP18,7.459428481431865
ZBTB16,COLQ,7.052641288435815
DACH1,ENSG00000259363,6.828164621656898
ZNF331,HES1,6.5902300464738035
MAF,SLC9A9,6.530567924170074
STAT1,ENSG00000285534,6.26505019777065
ZBTB16,ENSG00000293372,6.218425621916148
TCF7,NKG7,6.1410424348327215
MAFB,TMEM140,6.065942710421613
ZBTB16,TASP1,6.060188415450491
STAT1,GBP1,5.892004521657588
FOS,FOSB,5.743244110002104
TCF7,GZMH,5.727275735549271
FOS,TNFAIP3,5.718752100935431
FOS,JUN,5.710977191371066
MSI2,AFF3,5.662598541400717
POU2F2,SLC22A15,5.572553469615184
IKZF3,STAMBPL1,5.520598660958099
ZNF831,PTGS1,5.487808011269568
ZEB2,PRLR,5.473486618504669
TCF7,PRF1,5.460958383417585
ZBTB16,PHACTR2,5.398613269139948
NR4A1,CHD7,5.359763400348564
TCF7,FCGR3A,5.35424065839148
ZBTB16,CLEC2D,5.348326162559797
ETS1,ATP8B4,5.333232793193798
TCF7,CX3CR1,5.309147638998351
BACH2,SIGLEC1,5.2915478680878625
RUNX3,PELI1,5.287523649695134
ZHX3,CDKL1,5.282604842312647
RUNX1,PRLR,5.275438160718688
TCF7,ITGB1,5.272825197158724
ZBTB16,GPRIN3,5.264909676914943
NFATC3,HERC5,5.263693561226771
FOXN3,DAB2,5.231057933429754
FOSB,FOS,5.2049934295471765
NR4A1,ATG7,5.197643141710037
TFDP2,CDK8,5.139017430510208
ZHX3,TMEM135,5.112977589201613
FOS,FCRL3,5.090614441510222
NFATC3,ENSG00000272908,5.076619995577062
ZHX3,IGF1R,5.062850569789361
ZNF91,KIF13A,5.038741028387027
MSI2,ACTN1,5.03540636721576
TCF7,FGFBP2,5.034271927800685
ZBTB16,LINC01871,5.0286856289902975
NFIA,PELATON,5.015552450831043
ZNF600,TTTY14,5.014247054203617
RUNX3,INSIG1,4.990076664134676
MAFB,MX1,4.96637968531003
IRF1,LDAH,4.9491868864116375
TCF7,IL32,4.939446898837974
RUNX3,ENSG00000287100,4.847277305617151
TCF7L2,HIBCH,4.847180631571084
MAF,MIR181A1HG,4.83559274611378
NFATC3,DAAM1,4.8200037432820615
NR6A1,EREG,4.81776543010747
NFATC3,SHLD1,4.815673980789595
ETS1,FRMD4B,4.788686106441834
TCF7L2,PITPNM2,4.780476710047543
ZBTB16,ATF7IP2,4.756641422325803
ETS1,TPM4,4.735936472891077
MAF,LRMDA,4.702339400784549
TBX21,EIF2AK3,4.68299159265608
HIVEP2,ACRBP,4.6793350878511815
HIVEP2,TRAF4,4.6765586994459625
IRF1,DLG2,4.671887926011529
TBX21,TCF7,4.652495808603106
IRF1,ENTPD3-AS1,4.642156906755142
ZNF10,MGMT,4.628680745643776
TCF7,IL7R,4.603737197891375
ETS1,ANO10,4.602435961672323
ZBTB16,CD8A,4.581295815996295
FOSB,RORA,4.5681231345390705
FOXN3,GAS2L3,4.567033586381628
HIVEP1,TMEM176B,4.566541584255154
TCF7L2,GCNT2,4.556776624470452
IKZF3,CDK8,4.485299196659184
MSI2,CRADD,4.485216304746519
TCF7L2,ZFAT,4.4822698735733155
BACH2,CRADD,4.480606492882071
SP4,IFIT1,4.474276363811406
MYBL1,SETBP1,4.460798341412088
FOXP1,SCAI,4.4530854244982345
ZNF600,SEMA3C,4.445959643136025
NCALD,BTRC,4.414703236340206
TAGLN2,MSC-AS1,4.408494530768748
NR4A1,ANKMY1,4.398801629887892
NFIA,RUBCNL,4.38513866081588
BACH2,DST,4.355646653074445
