TF,target,importance
ZEB2,FCER1A,8.892997609656147
ZEB2,HLA-DOA,8.863018478506238
ZEB2,DPYD,8.474651422233805
ZEB2,HLA-DQB1,7.493528189378717
TAGLN2,LMNA,7.485893668379967
SOX4,SBK1,7.477984535365159
RORA,ENSG00000259363,7.211274227219387
ZEB2,HLA-DRA,7.157787444001913
ZEB2,VCAN,7.088326967466873
ZEB2,HLA-DPA1,7.054640855698693
ZNF75D,UBA6-DT,7.010720609478175
IRF8,RUBCNL,6.815620945689652
SOX4,NCAM1,6.690149586830962
NFIA,DLGAP1,6.669257368761814
ZEB2,HLA-DQA1,6.577985238615587
HMGB2,PTPRM,6.543065592289826
SOX4,PRKN,6.454132330587053
RORA,INPP4B,6.32280937453965
ZEB2,LRMDA,6.175423374071072
ZEB2,HLA-DPB1,6.161734771502327
BDP1,SLC35D1,6.125204593793392
ZEB2,ZFAND3,6.106396973504514
SOX4,THEMIS,6.022659022940215
ZEB2,TMTC2,6.015018903745356
HMGB2,CISH,5.894774838911685
IRF8,WDFY4,5.8730268379306505
ZEB2,GAB2,5.853018937212581
ZEB2,DIAPH2,5.77492764884122
ZEB2,S100A8,5.7585261508854275
ZEB2,C5AR1,5.751144050586685
ZEB2,ZSWIM6,5.723651837608704
TAGLN2,LBH,5.722980147321331
ZEB2,FCN1,5.703187316343066
NFIA,CAMK4,5.688940708039597
ZEB2,SBF2,5.685363186818117
TRPS1,FCER1A,5.676300368171225
ZEB2,CD14,5.642084777204861
ZEB2,PELI1,5.623483327962408
ZEB2,CST3,5.611386366101475
STAT4,LINGO2,5.597410361520732
IRF8,ITM2A,5.5886794874245265
SP4,ENSG00000290548,5.5749022009744165
IKZF3,KLRK1,5.564078123776048
TRPS1,ENTPD3-AS1,5.549644179149657
IRF8,NCALD,5.531106875629915
ZEB2,FTX,5.5033230527615515
ZEB2,KIF13A,5.5032206947130105
NR3C2,IKZF2,5.478390889704621
ZEB2,PAN3,5.4746003931949545
IRF8,SLAMF7,5.466007342846817
ZEB2,PLXDC2,5.45187589622357
SOX4,SPOCK2,5.425298900121652
GATA3,SLC12A2-DT,5.409069005385835
ZEB2,PLAUR,5.368668590070292
IRF8,PIP4K2A,5.348255278669256
ZEB2,CSF3R,5.3414011961384755
ZEB2,MEGF9,5.337096655230052
ZEB2,FRY,5.334435327084746
ZEB2,LINC01619,5.299579579513602
HIVEP1,ERCC6L2-AS1,5.260149798253397
ZNF708,ENTPD3-AS1,5.243800200842178
GATA3,MMS22L,5.238260024010254
ZEB2,SSH2,5.218129918711399
IRF8,CARMIL2,5.194222131106111
ZEB2,NAMPT,5.183239761835729
ZNF782,NRP1,5.165871070030843
HIVEP1,DGKH,5.156264873240596
IRF1,HMOX1,5.14553904077442
NR3C2,SSX2IP,5.128566265581596
BACH2,SPDL1,5.073917603149869
SOX4,KIAA1958,5.0560461099323
ZEB2,IL2RG,5.054371656010328
ZEB2,RBM47,5.050539341229335
NFIA,SKAP1,5.0477310796596635
ZEB2,S100A9,5.045621581118962
ZNF782,JAKMIP2,5.001504064695214
ZEB2,IRS2,4.999273041266971
ZEB2,APOBEC3A,4.99165658313426
ZNF544,TMEM241,4.991091953641524
ZEB2,LYN,4.977863465504487
ZEB2,AOAH,4.975959954131033
FOXP1,FCER1A,4.973777363249206
GATA3,CCDC14,4.973081612655113
IKZF3,TRDC,4.968357640347805
CEBPD,RALGPS2,4.963788200194461
ZNF626,NUSAP1,4.928785656940002
STAT1,MLLT3,4.918809853845819
ZEB2,PLCB1,4.917895888831547
FOXP1,TRPS1,4.90936175568644
ZEB2,ARL4C,4.905215358049834
ZEB2,PLD4,4.905193592906927
ZEB2,CLEC10A,4.904651500369355
ZEB2,ITGB7,4.89732279801954
IRF8,ZEB1,4.887837224340165
ZEB2,CD2,4.884816835149096
ZNF75D,LINC00630,4.883729725129381
HSPA5,RIC8B,4.879782402953459
BCL11B,TRAT1,4.844682061572018
IKZF3,TRGC2,4.8302370584195495
ZEB2,ATG7,4.807742413937098
ZEB2,ARHGAP26,4.806709194498123
ZEB2,HLA-DRB1,4.806641142730151
ZEB2,CHN2,4.805698143406997
RUNX3,FCGR3A,4.789282202796954
RFX3,JAKMIP2,4.788681797147863
ZEB2,CHST11,4.787573735285046
FOSB,PF4,4.7801621241261545
ZEB2,GPR183,4.776581129406059
ZEB2,DLEU2,4.766723912194664
TRAF4,PPP1R16B,4.764012836664142
ZEB2,S100A12,4.7408092345165525
ZNF75D,KIAA1328,4.738452184382887
NFATC3,CCL3L3,4.731763725354425
TCF7,TRAT1,4.726749327019761
ZEB2,SLC38A1,4.725052808262515
ZEB2,TBC1D5,4.721919383833493
SOX4,CD96,4.720037657635141
NRF1,PRDM1,4.711423375681374
ZEB2,DENND1A,4.695155988790019
RORA,MRTFB,4.680281680130793
POU2F2,TSHZ2,4.668196928724198
FOSB,SPARC,4.66413885573243
NFIA,SPON2,4.661168346055692
FOXN3,WRN,4.647826445105371
NFATC3,SMC2,4.642116753535805
ZNF600,ADGRG1,4.638348495986711
ZEB2,MAML2,4.601247977844467
ZEB2,CD74,4.592493798667812
ZEB2,CD1C,4.587320401703481
FOXN3,SCMH1,4.583514491900818
ZBTB10,CCR7,4.58231455800093
RORA,ABI2,4.581035202395139
ZEB2,SPIDR,4.576549672958365
HMGB2,ENSG00000274422,4.555924415981717
NFATC2,VCAN,4.52779380256535
RFX3,LAT,4.527412315302909
ZEB2,TLR10,4.521751922197115
RFX3,ENSG00000269825,4.520471322039718
TCF7,SYNGAP1,4.514710494274684
BACH2,CD6,4.514505000362377
ZNF708,MIR181A1HG,4.512735378631768
BCL11B,CD3G,4.510312847310287
ZEB2,SLC2A3,4.505666350383248
ZEB2,USP32,4.5040679524764675
FOSB,PPBP,4.495863929397283
ZEB2,SIK3,4.492172841145407
ZEB2,RBL1,4.4886130397427895
ZEB2,ITFG1,4.487237910191459
IRF8,ENDOD1,4.468869887355589
GATA3,STRBP,4.467011346108447
ZEB2,SPATS2L,4.4622875751049165
SPATS2,SYTL2,4.457420236373906
ZBTB16,S1PR5,4.455817604881063
CEBPD,IFI6,4.454978714546981
FOS,IER2,4.444815536336985
TRAF4,FMNL3,4.443869540584481
IKZF3,CD3D,4.4392333823548675
IRF8,EGLN3,4.438568844924476
ZEB2,SLC22A15,4.42909001115586
ZEB2,TSPAN33,4.427506950013671
HLCS,CDK8,4.403914691821168
STAT4,CD247,4.402863283589039
LEF1,CSTPP1,4.388759337572658
IRF8,SEPTIN11,4.38177134977313
IRF8,RGCC,4.37676273688916
FOS,FOSB,4.353347874054197
BCL11A,ENSG00000293488,4.312812804330123
STAT1,MX1,4.282678322318058
CEBPD,IFIT1,4.282187409999052
ZEB2,TNRC6B,4.275841294527858
ZNF544,ARHGEF12,4.272368765881768
ZEB2,ENSG00000306779,4.269210602602312
NFIA,TC2N,4.265553739710541
NFIA,NUSAP1,4.263516015822764
ZEB2,H4C3,4.2633910254183105
TCF12,ENSG00000268027,4.259248564852778
FOSB,THBS1,4.256527015000826
ZEB2,DUSP6,4.255441051077262
FOSB,NR4A1,4.252779528275105
TRPS1,PBX4,4.248152215481749
ZNF37A,CEP162,4.24501770220503
