TF,target,importance
IRF7,IGKC,10.280109745174602
TRPS1,HLA-DPB1,9.669396870512506
ZEB2,HLA-DPB1,9.484706645006305
HMGB2,PTPRM,8.537819101256744
TRPS1,ARHGAP26,8.528432958412335
HMGB2,CISH,8.472236579888282
IRF7,LIME1,8.387019430723816
IRF8,EGLN3,8.155098853338238
IRF8,WDFY4,7.9531399263975775
TRPS1,HLA-DQA1,7.909567078001232
IRF8,SLAMF7,7.8436481580579445
ZEB2,ARHGAP26,7.697202748490713
ZEB2,HLA-DQA1,7.52868897180108
POU2F2,TSHZ2,7.291922659944277
IRF8,C1orf21,7.260436102406088
IRF8,CARMIL2,7.085990486166074
IRF4,LINC01588,6.959326193090516
FOXP1,FRMD4B,6.904987585404283
TRPS1,ZFAND3,6.8638112350293845
TRPS1,CD74,6.8368416522469
CEBPD,IFI6,6.80489056577711
BCL11B,CD3E,6.679654467441959
IRF1,HLA-DPB1,6.595411419375746
IRF7,NIBAN3,6.508859449319336
TCF4,IRF7,6.386704431446048
STAT4,GALM,6.311236872226526
TRPS1,HLA-DPA1,6.297943382706075
IRF7,C12orf75,6.282753618326302
TRPS1,HLA-DRA,6.216856865077773
DAB2,SBK1,6.152700580789902
ZEB2,TRPS1,6.139553350694772
IRF8,SEPTIN11,6.086306648817608
BCL11B,CD3G,6.079107132949636
FOS,JUN,6.069192256653564
TRPS1,MIR23AHG,6.067146523304149
ZEB2,PLXDC2,6.02261729720335
ZEB2,DPYD,6.007739764993322
ZNF101,ZNF544,5.961746994843571
ZEB2,HLA-DOA,5.917800150283384
ZEB2,HLA-DPA1,5.877929839088101
IRF7,PLAC8,5.864308101360367
ZNF568,ENSG00000268027,5.830364841887936
ETS1,ANKRD17-DT,5.819250265185261
ZEB2,VCAN,5.808304563757548
ZEB2,HLA-DRA,5.716107376927206
NFATC2,FLT3,5.686563567902801
TRPS1,ZSWIM6,5.667852671835067
IRF8,RUBCNL,5.66770189471533
ZEB2,FTX,5.665558604136002
FOS,FOSB,5.6498243192841695
FOXP1,ARHGAP26,5.640879752941175
TRPS1,RAP1GAP2,5.6405096992234425
ZEB2,CD74,5.581961288079627
FOXP1,GPR174,5.578997492203349
ZEB2,CD1C,5.574114841353332
IRF8,CEBPD,5.5564351505444
ZBTB10,COLQ,5.545889706657171
ZEB2,HLA-DQB1,5.540735873785208
ZEB2,SBF2,5.501130552138841
ZBTB20,TBC1D32,5.470553877570101
ZEB2,CD14,5.470180903613289
POU2F2,ADGRE2,5.443946980083432
IRF7,SERPINF1,5.432161608275634
TRPS1,PADI4,5.402332979930806
HMGB2,CDKN1C,5.325308025359057
POU2F2,SLAMF1,5.32454972210771
ZEB2,ZSWIM6,5.310644325598882
ZEB2,TAGLN2,5.310281930339014
ZHX2,CD28,5.305512534960179
JUN,IER2,5.302188438776691
ZEB2,DENND1A,5.265853388982093
IRF7,APP,5.26074274503413
HIVEP1,DGKH,5.247835321835048
TRPS1,EXT1,5.228313084334756
SP4,ENSG00000290548,5.22227538098234
ZEB2,LINC01619,5.191644032870729
ZEB2,IRF1,5.1737987978682165
POU2F2,PRSS23,5.16746948562521
TRPS1,FCER1A,5.156121939574756
ZHX2,SLCO4C1,5.156057803124646
STAT4,CD247,5.1412100716536715
ZEB2,S100A8,5.122532966595539
FOS,IER2,5.100702253431293
RUNX1,SUPT3H,5.094657916323707
ZHX2,GLCCI1,5.0684765138030965
TRPS1,SLC9A9,5.055395196699134
ZNF708,ENTPD3-AS1,5.051404618909311
ZEB2,SIK3,5.0368589141774756
ZEB2,FCN1,5.033408868481977
ZEB2,ID2,5.030505505832304
ZEB2,FOXP1,5.026371412573734
FOXP1,SPIDR,5.012973303459057
ZEB2,KIF13A,5.009538279251599
ZEB2,PLCB1,4.9993646460157715
IRF7,IL3RA--chrX:1335025(+),4.996478205852169
ZNF75D,UBA6-DT,4.993892408084052
ZEB2,FLT3,4.991620083255994
ZEB2,AOAH,4.985992827166832
ZEB2,LRMDA,4.966161806452547
ZEB2,HLA-DRB1,4.959265760240427
ZEB2,CHN2,4.9486181920464025
ZEB2,SSH2,4.940137372941751
TRPS1,DENND1A,4.935467629269316
ZEB2,CSF3R,4.933131326985442
HMGB2,ENSG00000274422,4.930748054662107
TRPS1,PLXDC2,4.922015132706748
HMGB2,TNRC6C,4.921837171882464
JUN,RHOB,4.919849281681491
ZEB2,CST3,4.9135828490283595
IRF4,IL3RA--chrX:1335025(+),4.909833961260579
TRPS1,SIPA1L1,4.90886401203706
TRIB2,CD1C,4.904250103242766
IRF7,UGCG,4.899037436160287
BCL11B,IL7R,4.894116194085929
TRPS1,FTX,4.89222756863336
ZEB2,ARL4C,4.889914532327104
ZEB2,ATG7,4.88185635940124
IRF4,YPEL1,4.872404045964526
KMT2A,DLG2,4.871864474322708
TBX21,CCL3L3,4.866171392386649
IRF4,TENT5C,4.858846802347294
ZEB2,DIAPH2,4.857639880820438
ZNF75D,KIAA1328,4.856021803864413
FOXP1,MAP3K5,4.853185755057208
POU2F2,CASP5,4.838451330822427
IKZF3,TRDC,4.837536235684511
ZEB2,PLAUR,4.827950942027888
ZEB2,SPIDR,4.827482929897996
ZEB2,ITFG1,4.81718398318281
ZEB2,S100A9,4.802545904693628
ZNF654,ZGRF1,4.789418769929988
JUN,ENSG00000290039,4.784195119801403
SOX4,KIAA1958,4.78255778462857
ZEB2,GAB2,4.778320223058524
BCL11B,ATP8B2,4.770606643432626
ZNF37A,TRG-AS1,4.770606044177845
ZEB2,FCER1A,4.757617374362288
STAT4,LINGO2,4.7417302889470125
ZEB2,SLC8A1,4.7386739446139154
TRPS1,SLC8A1,4.738434453547627
IRF8,PPP1R14B,4.734980500435068
TRPS1,ARL15,4.715693982568987
FEZ1,NCR1,4.713729119492428
ETS1,LCK,4.708560239201581
ZEB2,NFATC2,4.707414191064968
BCL11B,TRBC1,4.707062773968204
SOX4,THEMIS,4.702910921689377
TRPS1,HLA-DOA,4.700611898067762
IRF7,TCF4,4.691764238811787
TRPS1,RBM47,4.690111240340672
POU2F2,UTRN,4.685725265975094
ZEB2,DUSP6,4.668446583549765
ZEB2,RBM47,4.659908840378801
ZEB2,SPN,4.651252513730672
TRPS1,ATG7,4.644649957483506
ZEB2,CD36,4.633320328803282
IRF8,ITM2C,4.631572060541172
ZEB2,DLEU2,4.631374315389899
TRPS1,CD36,4.625169224521618
ZEB2,SIPA1L1,4.6127236030912755
SOX4,NCAM1,4.611524681705963
ZEB2,USP32,4.604941007256101
ZNF407,SASH1,4.599009608643181
TRPS1,LYN,4.5896929133766164
IRF8,TSPAN33,4.58599559303371
CLOCK,ENSG00000227240,4.572609508005069
ZEB2,PELI1,4.563234998730781
ZEB2,C5AR1,4.562524213160296
IRF8,P2RY10,4.557254191200612
TRPS1,HLA-DRB1,4.553538639399629
FOS,RHOB,4.553376230967535
FOSB,FOS,4.534905502699134
POU2F2,VEGFB,4.534248041475184
ZEB2,MEGF9,4.521531680897319
IRF8,PLEK,4.51899517768335
MYBL1,GZMM,4.51355412219071
TRPS1,SVIL,4.510027176315512
ZEB2,ZBTB20,4.507509036112898
TRPS1,ARL4C,4.488911188949701
