TF,target,importance
CEBPD,ZBTB16,9.844714708489319
GATA3,LMNA,8.788426318798841
KMT2A,ST3GAL3,8.266762953247262
ZBTB20,H1-0,7.95571739947198
STAT4,PLCL1,7.837004283060448
KLF12,ZFYVE28,7.836116427710774
ZEB2,PRLR,7.693609424742272
ZNF331,ZNF782,7.209249995972339
FOS,FOSB,6.936553192908368
ZNF654,SVIL,6.862487109315429
FOSB,FOS,6.695219486677372
ZBTB16,KLRB1,6.12700427969763
MYBL1,SETBP1,6.125362735728947
ZHX3,TMEM135,5.991337937128486
GATA3,RGS18,5.910094966849265
NFIA,RUBCNL,5.828884651404222
FOS,JUN,5.808871269345745
NFATC3,LINC02384,5.787806981983647
NFIA,DISP1,5.74808897165305
ZNF331,HES1,5.69559251778176
PRDM1,FCER1A,5.691547858341711
CERS6,TLE5,5.632597278570794
TCF7,PRF1,5.612023152750141
EGR1,HSPA1B,5.5009804104506825
ZNF10,MGMT,5.337593317257366
ZBTB16,COLQ,5.281667771289975
CEBPD,KLRB1,5.278565557223085
JUN,IL7R,5.2519299798575405
RUNX2,IL1RN,5.243767888823499
FOS,IL7R,5.171988596026143
ZNF91,ENDOD1,5.13682552990323
MAFB,CYP4F22,5.071058471384184
ZBTB16,CEBPD,5.030938659281508
KLF12,TNF,4.999733427268167
STAT1,GBP1,4.989490772163404
FEZ1,NUBPL,4.928782377804095
FEZ1,LRMDA,4.921563367171855
CERS6,ATP8B4,4.916025846817808
NFIA,MYO1D,4.842971875701782
NFATC3,ENSG00000272908,4.755009289202936
ZNF155,CARMIL1,4.747620840036786
FOS,FGFBP2,4.731084486430177
ZNF654,IL1RN,4.710410531877707
ZNF569,NARS2,4.700186713801681
TCF7,GZMH,4.66622272635153
ZNF91,DTX3,4.659001298976122
TRPS1,ARL15,4.639610354894164
BCL11B,IMMP1L,4.605636026579944
JUN,IER2,4.6015422941996365
DACH1,PLA2G4A,4.577489908429576
NFAT5,SIRPD,4.574795078473733
FOXP1,LEF1,4.572041428615732
ZNF75D,IGF2BP2,4.571374759878553
ZNF133,NME8,4.560379812427247
MCTP2,ARHGAP6,4.53547731849616
RPS6KA5,ABCC4,4.520003156119997
TBX21,TCF7,4.509401217864307
JUN,FOS,4.5053812328558
STAT4,ULK4,4.502023439090251
NRF1,SPIDR,4.495611791083831
NFATC3,DAAM1,4.495109744380267
CLOCK,XRCC4,4.473294154239094
GATA3,DPH6,4.452525120897946
TBX21,IRF1,4.451967043423008
KMT2A,CCDC14,4.449741984467625
ZNF600,GAS2L3,4.439305789715007
ZHX3,PIK3IP1-DT,4.437656491109335
ZBTB38,ULK4,4.434827096829674
JUN,CD69,4.428159670238777
NCALD,BTRC,4.424966866975455
TCF7,TBX21,4.4113483744608315
TAGLN2,ENSG00000287100,4.404326275073371
LCORL,PAM,4.403672950567562
ZNF155,ZDHHC14,4.400480946010457
ZBTB20,PRKAR2B,4.39197497481058
NFATC3,HERC5,4.383017463876988
MCTP2,TMEM241,4.369617666547184
STAT4,HIP1,4.349799100356829
ZNF91,KIF13A,4.3491913939930775
ZNF75D,PID1,4.3488412744983735
NFATC3,SHLD1,4.348460554303591
ZNF33B,BCL11A,4.335408550793725
LEF1,CCR7,4.327470712317826
ZNF600,C1QTNF7-AS1,4.327233067047204
ZNF708,NUSAP1,4.323545425866317
RUNX2,FCER1A,4.320163468529362
ZNF600,MARCKSL1,4.300076339148337
TCF7,NKG7,4.291821429511804
IRF1,DLG2,4.276174002478077
ZNF331,SLC35F3,4.275233257957698
ZNF654,PRLR,4.267984912531057
ZBTB38,ATAD2,4.25619312868575
IRF1,LINGO2,4.254553362905714
SP4,CD38,4.251222899336259
ZNF708,ENSG00000290853,4.245659993151226
TRPS1,OCIAD2,4.2408651808164946
