TF,target,importance
PRDM1,FCER1A,8.779691746145945
SOX4,PF4,8.755942498578156
ZBTB16,KLRB1,8.380760307694452
RUNX1,PRLR,8.049427029411687
ZNF101,PF4,7.830017690618644
MCTP2,ARHGAP6,7.828674178249083
NR6A1,EREG,7.344216922874599
NFATC3,DAAM1,7.27017342358419
ZBTB16,CEBPD,6.991032433054778
NFATC3,HERC5,6.919770834329155
FOS,FOSB,6.908569589466909
ZNF141,TPT1-AS1,6.879386286573575
NFIA,RUBCNL,6.628376165979725
ZNF141,CENPK,6.625205919800971
MAFB,CYP4F22,6.603441153383017
TCF7,GZMH,6.091273438559998
MCTP2,TMEM241,6.075782529182437
CEBPD,ZBTB16,6.0558699194559935
TCF7L2,ARHGAP18,5.978966706807273
GATA3,LMNA,5.882089102889043
JUN,CD69,5.871986757991811
TCF7,CX3CR1,5.856280188545727
TCF7,NKG7,5.815046355181043
NRF1,SPIDR,5.795530754348789
NFIA,MYO1D,5.716609485073795
RUNX1,SVIL,5.704547954105494
TCF7,PRF1,5.655668114539528
TCF7,GZMB,5.650159261918996
NFATC3,ENSG00000293909,5.640966640308114
ZNF831,PTGS1,5.556637995713996
ZNF782,RAB28,5.44922685996612
ZBTB16,COLQ,5.4221863834142505
ZHX3,TMEM135,5.361255366678906
TCF7,ADGRG1,5.2126234658638575
GATA3,DPH6,5.203681190182215
JUN,TOX,5.20095254232184
ZNF331,ZNF782,5.145153661200493
RUNX1,C5AR1,5.141775703591172
DACH1,PLD4,5.1331020480930745
TCF7,ITGB1,5.0712824677387625
TBX21,TCF7,5.066061342576255
NFATC3,ENSG00000272908,5.043427250226859
IRF1,DLG2,5.033404669635211
ZBTB16,PHACTR2,5.031510358041669
FOS,TEX14,4.985168631265159
NFAT5,SIRPD,4.95480276260198
EGR1,DGKA,4.939154513306558
JUN,IER2,4.922830663788331
ZNF626,IMMP1L,4.913744533900514
TRIB2,IGKC,4.907680604702988
GATA3,RGS18,4.893072709720603
ZNF831,SMURF1,4.866024071886592
ZNF831,CD38,4.789278689771018
ZNF75D,PID1,4.7602892373744945
STAT4,PLCL1,4.742444385100976
RUNX3,GZMB,4.7237916775530255
TBX21,EIF2AK3,4.706142912528645
ZNF10,CLEC10A,4.703840879842873
JUN,CX3CR1,4.685223915954878
ZBTB20,H1-0,4.663810920259396
TCF7,FCGR3A,4.65783130890768
RUNX1,RPH3A,4.648965434106167
GATA3,GAB2,4.631526004137828
RUNX1,PDE8A,4.629764914558009
NFATC3,TBC1D5,4.624955993208361
ARID5B,TSC22D1,4.620072942330254
RUNX1,BABAM2,4.608902488795494
POU2F2,SLC22A15,4.597363067663367
TCF7,RCAN3,4.578107436935443
JUN,GZMB,4.577932525934319
ZBTB16,LINC00299,4.5630454538375655
TCF7L2,GCNT2,4.5513154281903105
ZNF141,PDE3B,4.551056164038951
RUNX2,ACYP2,4.5462698198227836
TCF7,GNG2,4.542014986751467
SOX4,IL1RN,4.534932782092549
LEF1,CCR7,4.5338390047936725
FOS,CXCR4,4.5260569070940875
ZBTB16,GPRIN3,4.524958016660017
TCF7,IL32,4.510104180185331
RUNX1,ACSL1,4.507388565190954
IRF1,ENTPD3-AS1,4.506585291018667
HMGB2,STEAP4,4.504603132887176
TCF7,IL7R,4.5004337954508
ZNF600,SEMA3C,4.470566299626942
MAF,CD28,4.4680213945741025
STAT1,GBP1,4.457809408021704
NFAT5,ZNF782,4.425697816677719
CXXC5,TAFA2,4.412986797150874
LEF1,FTX,4.407396592950825
TCF7,PRDM1,4.376900597971711
TFDP2,TLR10,4.3736859835791115
ZHX3,CDKL1,4.36790411515657
FOS,JUN,4.3660861290430315
FOS,EGR1,4.364223333238456
JUN,IL7R,4.3556580535716805
