TF,target,importance
HMGB2,STMN1,12.273633090206989
HMGB2,NUSAP1,9.799383705128774
HMGB2,SMC4,8.172610542245026
TRAF4,WAKMAR2,7.763804571727635
TCF7,GZMB,7.461892841717634
NR4A1,G0S2,7.037451125561654
BCL11A,APP,6.96339027010138
HMGB2,CENPE,6.940083338086068
HMGB2,NUCB2,6.5484930678988444
TCF7,SELL,6.509449398269994
TCF7,FCGR3A,6.36348805659106
NR4A1,TESK2,6.35523340468607
TCF7,FGFBP2,6.21222637563542
TCF7,CX3CR1,6.153693635574395
TCF7,PRF1,6.124283868581162
GATA3,LMNA,6.094845359232348
TCF7,SPON2,6.048064929609733
HOXB2,DGKG,6.0331606544523995
IRF1,SESN3,5.897248982123896
HMGB2,H4C3,5.862113171056327
NR4A1,SLC35F3,5.824628772725277
NFAT5,FMN1,5.79255896305098
GATA3,NAALADL2,5.779741898382621
NR6A1,ALCAM,5.6944315817415365
IKZF2,CD3D,5.675727428244144
TCF7,DUSP2,5.582936396748361
TRAF4,CSGALNACT1,5.515768168087865
ZNF568,S100A12,5.449841000943984
IRF8,GAS2L3,5.426769334550153
TRAF4,LINC02328,5.4174094950396094
HLCS,MS4A7,5.400700375182568
EOMES,PADI4,5.3652440478685905
TCF7,GNG2,5.32828978442736
ZNF568,CLYBL,5.242879709690884
RUNX1,SPARC,5.118832744383302
ZNF331,INPP4B,5.074767572959912
NRF1,CCDC26,5.065615806727556
DAB2,DUSP5,5.037221769141286
NFAT5,RAP2C-AS1,5.0042225186530285
TCF7L2,DACH1,4.9696418902450175
TCF7,SH2D1A,4.956096692572686
MYBL1,TNF,4.940984053370206
TCF7,OXNAD1,4.94047206715457
HMGB2,CENPK,4.881571119363565
NFAT5,HDAC9,4.876747273617931
NFAT5,FER,4.875336785389345
HMGB2,SMC2,4.855873979209057
ZNF141,PTK2,4.848253979061014
IRF8,GNG7,4.8467713004508886
IRF4,TMEM176B,4.836371549866088
TCF7,ITM2A,4.823661511867502
MSI2,SIRPD,4.817800187534097
BCL11A,ABCC3,4.779211032460426
STAT4,CD1C,4.75692437049304
TBX21,ENSG00000287190,4.755623656704398
ZNF91,RGS1,4.744660266865523
TCF7,SYNE2,4.735693827111418
BCL11A,PARVB,4.725568700387256
NFAT5,YPEL1,4.696324635187166
POU2F2,DLEU1,4.685436387797384
RFX7,SLAMF1,4.665276452508282
TCF7,GATA3,4.605600324043255
MSI2,DLGAP1,4.593096217835129
CLOCK,ENSG00000298678,4.5605214988512
ZNF708,IL1RN,4.528075648843552
JUN,IER2,4.506277311124382
SOX4,CD83,4.4970898249473805
NFAT5,TNRC6B,4.491993537985355
TAGLN2,SPARC,4.469310185940144
TCF7,CMC1,4.422952545192442
NR6A1,SGO1-AS1,4.406537529044237
ZNF331,DUSP16,4.381356623815188
RUNX1,PRKAR2B,4.375847510887473
ZNF331,EIF2AK3,4.370782708734609
IRF1,SCAI,4.365233036034954
IRF1,ANKH,4.365122640070204
ID2,STK17A,4.335361390358714
ZBTB20,TRAT1,4.323552753664438
NFATC3,TPTEP1--chr22:16601307(+),4.273625989408859
FOS,FCN1,4.264286907604244
TCF7,PTGDS,4.257865416722517
NFAT5,KIFAP3,4.237279588615738
EGR1,SLC25A43,4.237257116941728
ZBTB20,CMSS1,4.155678534377974
TCF7,TSPOAP1-AS1,4.13159955491917
NFAT5,SKAP1,4.12157485386533
KLF12,DIS3L2,4.116613020619242
NFAT5,LINC00987,4.115026517934637
ZEB2,LINC00299,4.108535105581302
ZBTB20,SEC22A,4.106418835535372
HLCS,SAV1,4.105603685658666
NFAT5,GMDS-DT,4.100161633730946
KMT2A,ZNF569,4.094306679162525
HOXB2,ZSWIM6,4.07449492768752
TRAF4,HERC5,4.074279064427798
IRF1,FLT3LG,4.052132912594077
EOMES,MAFB,4.05182460634263
BCL11A,UICLM,4.0335862301122996
TCF7,CST7,4.0296217091658395
ZNF91,TMTC3,4.024502562149498
TAGLN2,PLEKHG2,4.021849289295755
ZNF91,SNCA,4.019968509459692
POU2F2,MLLT3,4.0183185361506855
TCF7,CRTAM,4.017320799494142
IKZF2,MGLL,4.010878966928062
ZBTB20,KIF9-AS1,3.987868284662438
HOXB2,MAST4,3.9867664495317943
NFAT5,SUMF1,3.985784387946264
RFC3,STMN1,3.9825748230643665
ZNF33B,ZNF155,3.9767178756437254
NFATC3,GUCY1A1,3.9724907294157625
NFATC3,CAMK4,3.9705568486846765
HLCS,WDFY4,3.9596084676156837
ZBTB20,CDKAL1,3.957470148114966
NR4A1,NEXN,3.9572010098538
DAB2,BLNK,3.9560866858813246
RUNX1,APOBEC3A,3.942256363474573
NFAT5,TMEM135,3.934606824979583
SCMH1,ENSG00000307088,3.9177719730018183
NCALD,ATP8A1,3.9059619873844555
HDX,STEAP4,3.898459734334428
TCF7,IL18R1,3.889989889473351
IKZF3,ENSG00000306766,3.8864085797661883
TCF7,CD3E,3.8854293079313806
NFAT5,CD28,3.877804464557885
ZNF782,AK9,3.867277834108852
ZNF654,UMAD1,3.8638795191080004
CLOCK,ANGPT1,3.861452414306342
ZNF708,PRKN,3.860766933107554
RUNX1,LTB,3.8460410675957926
NFAT5,ENSG00000262879,3.8421165171194356
ZNF831,SNCA,3.840682815792236
MSI2,TMEM140,3.8366767646599715
HMGB2,ATAD2,3.8308408344267963
HOXB2,AHI1,3.8233526142478986
ZNF568,OAS3,3.8189717265655085
GATA3,ENSG00000268081,3.8067639989900104
ZNF407,GFOD1,3.770472702682246
TCF7,CD2,3.760910816489817
BACH2,TCF7,3.753328171174476
ZBTB20,IGKC,3.751942518525865
IRF1,SIMC1,3.7481221970645975
RUNX1,ARHGAP6,3.741306549243907
TBX21,PGM2L1,3.7408754835926343
IKZF3,RORA,3.733238605528232
NFAT5,EXOC4,3.7314572684989527
ZEB2,EREG,3.728769717892405
ZEB2,TBC1D5,3.7232244631801845
RPS6KA5,CCDC50,3.716082951769513
MYBL1,CDK14,3.7139915700920554
HIVEP2,SIT1,3.712104608163121
TCF7,HIPK2,3.7091535944679093
TRIB2,XRCC4,3.7043381474977553
STAT4,PTPN13,3.7036102284418835
TCF7,LTB,3.6984893699854835
FOS,RHOB,3.68737526619128
ZNF407,RAB33B-AS1,3.6853031443173014
ZNF568,CST3,3.6813710334908922
GATA3,TNFAIP3,3.6726662284362597
KLRG1,ADM,3.6717183211332585
GATA3,GTDC1,3.6572304884681257
HSPA5,AIM2,3.656244181744394
ZNF600,MAL,3.643176911749356
TAGLN2,DTNB,3.6350311788378944
SP4,ZHX2,3.632849837995019
KMT2A,PRLR,3.6288940128054494
MCTP2,GALM,3.628051105464111
NFATC3,CNST,3.6226098394097557
MSI2,PHTF2,3.612817344896889
ZNF407,SLX4IP,3.6050231028892434
TFDP2,DTNB,3.603531332745636
HLCS,SMURF1,3.590848562442226
ZNF33B,MAFB,3.5886306504109586
NR4A1,PIK3IP1-DT,3.5872478950635722
IRF1,DDX10,3.5846250806545643
EOMES,MCL1,3.5784673627420642
BCL11B,RGCC,3.5779254598712584
HOXB2,PELATON,3.5738814044069858
TCF7,CD27,3.571373112250669
ETS1,CERS6,3.5679164726975205
TFDP2,LINC02631,3.5675282288691177
PBX4,METTL15,3.5646071649212043
ZNF708,LINC01588,3.5593061384183025
MAF,CNST,3.5548645017700866
ZNF331,FCER1A,3.5527886925288126
RPS6KA5,MGMT,3.55200268932869
FOS,FOSB,3.5498114917691157
MAFB,CLEC10A,3.5487165739990725
EOMES,HMGB2,3.548211838204562
MAFB,ZNF33B,3.5434672029869816
NFATC3,RUBCNL,3.539994242937436
HMGB2,SPTBN1,3.536859568992007
TAGLN2,FAM222B,3.5339102702203693
GATA3,PTMS,3.5337254909808773
TCF7,S1PR5,3.5330839899062343
IKZF2,MICU2,3.5305165763662427
RORA,SLC8A1,3.526459273306582
IRF1,PIM2,3.5136463664965993
ID2,MARCKS,3.5080751618239923
MAFB,SLC25A43,3.485471510282575
POU2F2,CHST11,3.482311706200058
DAB2,NIBAN3,3.482033436112655
NFATC3,MAP4K3,3.4780698674630592
HOXB2,PKD2,3.4759419418082103
DAB2,SERPINF1,3.474995838076208
IKZF2,CLOCK,3.4595685585317386
BCL11B,NRP1,3.457334827309984
CLOCK,GPHN,3.4501507103459033
NFAT5,DENND4A,3.4489569002610945
ZEB2,SPOPL-DT,3.4485431910839037
RUNX1,LINC01473,3.4480211730331036
ZNF569,DYNC2H1,3.447118619258764
