TF,target,importance
TCF7,SELL,8.009928300536586
TCF7L2,ENSG00000298678,7.8922788364075895
MYBL1,TNF,7.398328977942073
KLF12,DIS3L2,6.945837490087047
TCF7,GNG2,6.747474763452065
KLF12,LINGO2,6.459583624141154
IRF4,TMEM176B,6.289008935551197
ZNF544,ZNF569,6.202495819584487
KMT2A,ZNF569,6.1252770940519445
TCF7,FCGR3A,6.044116637095502
SP140,DENND4A,5.982859097329738
IRF1,SIMC1,5.956408177703264
TCF7,GZMB,5.94659312721089
ZNF10,NR3C2,5.926844391370114
IRF1,SCAI,5.854260917364213
TFDP2,HMOX1,5.734836296023284
MSI2,SIRPD,5.733258366776785
TFDP2,DTNB,5.681594662849473
SCMH1,MTAP,5.649342095383154
DAB2,DUSP5,5.621707368777099
MCTP2,TAFA2,5.60434086821145
IKZF2,CD3D,5.553170472795265
MAFB,CLEC10A,5.466645710322973
ZBTB38,TMTC2,5.442133242552051
ZEB1,PTMS,5.423382194666325
FOSB,S100A12,5.382951927595567
BCL11A,PARVB,5.381815350627969
TCF7,SPON2,5.35221836790579
MYBL1,CDK14,5.342138227914028
ZNF33B,EEIG1,5.326906196387489
IRF4,RUBCNL,5.3208257001319295
TCF7,DUSP2,5.29084790650303
MAX,MGMT,5.288847171570048
SP140,FMN1,5.219472512722676
BCL11A,ABCC3,5.198191498436215
TFDP2,RAD51B,5.196575588116671
SP140,FER,5.174653341917093
TCF4,RGS7,5.167356821118776
TCF7,FGFBP2,5.1629912696935465
TCF7,CX3CR1,5.139720319707326
TCF7,SYNE2,5.132099059052069
KLF12,LRBA,5.10111432744195
RUNX2,TCF7,5.098761667662794
TFDP2,ERC1,5.064469758077309
SP140,ENSG00000227598,5.047812090132021
ZEB1,BICDL1,5.034441703799513
TFDP2,NARS2,4.99466019645551
TCF12,C5AR1,4.9676183498697295
MSI2,DLGAP1,4.9597718705542215
NFAT5,FMN1,4.912087017412457
BCL11B,RGCC,4.904683923684435
NFAT5,CD28,4.875031286700006
NFAT5,HDAC9,4.874497297774917
IRF8,GAS2L3,4.852581940094909
CERS6,MSR1,4.847913654953279
BCL11A,APP,4.8042028344639505
ZEB2,TBC1D5,4.763608315545883
SCMH1,ENSG00000307088,4.763381874478437
TCF7,IL7R,4.753582774614323
TCF7,SH2D1A,4.747591728586627
SP140,WWOX,4.7449882696976005
MCTP2,NUBPL,4.7434394887026805
IRF1,ANKH,4.730438339727674
NRF1,CCDC26,4.725418125664776
IRF1,SESN3,4.64682118673195
TFDP2,MGLL,4.6268741577894446
FOXP1,IL1RN,4.620154810711486
KLF12,DYNC2H1,4.61944708845728
SP140,SUMF1,4.591274810142433
RUNX3,SBK1,4.581658687602627
MAX,ANKAR,4.575056346608088
IRF8,GNG7,4.543549072174117
FOXO1,ACTN1,4.527944469628567
MAX,LDAH,4.527402492149551
IRF4,ARHGAP22,4.519854470258598
KLF12,KANTR,4.517495728896673
ZBTB20,CMSS1,4.506802451985468
IRF4,DENND1B,4.502199825834253
FOS,RHOB,4.466861850686877
TCF4,BLNK,4.461905691559169
TCF7L2,CXCL8,4.460589724626941
NFATC2,SLC16A1-AS1,4.44187914529197
TCF7,PRF1,4.430218645940254
RUNX2,HIVEP1,4.422668237679784
ZBTB38,GABPB1-AS1,4.419785077291052
ZHX3,PLAUR,4.3904018158298
ZNF37A,KIAA1958,4.378991713357213
HLTF,BCKDHB,4.378631689075617
HOXB2,IL1RN,4.3677190040486344
HLTF,FAM66A,4.353775513887976
